Element Number	Bending Stress (MPa)
23264	7.8985e-002
23265	0.17344
23266	0.16555
23267	0.16958
23268	8.3786e-002
23269	8.1205e-002
23270	8.931e-002
23271	8.649e-002
23272	9.5276e-002
23273	9.2241e-002
23274	0.10163
23275	9.8409e-002
23276	0.10834
23277	0.10495
23278	0.11535
23279	0.11181
23280	0.12262
23281	0.11896
23282	0.13009
23283	0.12633
23284	0.1377
23285	0.13389
23286	0.14539
23287	0.14154
23288	0.14926
23289	0.16909
23290	0.16509
23291	0.17703
23292	0.17307
23293	0.18486
23294	0.18096
23295	0.19256
23296	0.18872
23297	0.20011
23298	0.19635
23299	0.20752
23300	0.20383
23301	0.2148
23302	0.21118
23303	0.22191
23304	0.21839
23305	0.2286
23306	0.22532
23307	0.23488
23308	0.23178
23309	0.24086
23310	0.2379
23311	0.24658
23312	0.24376
23313	0.25199
23314	0.24933
23315	0.25707
23316	0.25457
23317	0.26178
23318	0.25947
23319	0.26609
23320	0.26398
23321	0.26998
23322	0.26809
23323	0.27347
23324	0.27178
23325	0.27652
23326	0.27505
23327	0.27913
23328	0.27788
23329	0.28131
23330	0.28028
23331	0.28303
23332	0.28222
23333	0.2843
23334	0.28372
23335	0.28511
23336	0.28476
23337	0.28552
23338	0.28536
23339	0.28563
23340	0.2856
23341	0.28539
23342	0.28558
23343	0.28443
23344	0.28501
23345	0.28267
23346	0.2836
23347	0.28064
23348	0.2817
23349	0.27839
23350	0.27953
23351	0.27591
23352	0.27721
23353	0.27265
23354	0.27441
23355	0.26858
23356	0.27067
23357	0.2642
23358	0.26639
23359	0.25991
23360	0.26203
23361	0.25569
23362	0.25785
23363	0.25082
23364	0.25337
23365	0.24476
23366	0.24796
23367	0.23837
23368	0.24148
23369	0.2318
23370	0.23513
23371	0.22512
23372	0.22849
23373	0.21821
23374	0.22169
23375	0.21101
23376	0.21463
23377	0.20369
23378	0.20736
23379	0.19641
23380	0.20005
23381	0.18886
23382	0.19268
23383	0.18117
23384	0.18502
23385	0.17334
23386	0.17728
23387	0.16536
23388	0.16933
23389	0.15742
23390	0.1614
23391	0.14947
23392	0.15344
23393	0.14162
23394	0.14553
23395	0.1339
23396	0.13774
23397	0.12634
23398	0.1301
23399	0.11896
23400	0.12262
23401	0.11181
23402	0.11535
23403	0.10492
23404	0.10833
23405	9.8608e-002
23406	0.10176
23407	9.5267e-002
23408	8.1775e-002
23409	8.4339e-002
23410	7.8245e-002
23411	7.5882e-002
23412	7.6408e-002
23413	7.9009e-002
23414	8.337e-002
23415	8.073e-002
23416	8.9035e-002
23417	8.6143e-002
23418	9.5145e-002
23419	9.2043e-002
23420	0.10159
23421	9.8333e-002
23422	0.10832
23423	0.10492
23424	0.11535
23425	0.1118
23426	0.12262
23427	0.11896
23428	0.1301
23429	0.12634
23430	0.13776
23431	0.13391
23432	0.14553
23433	0.14163
23434	0.15339
23435	0.14946
23436	0.1613
23437	0.15734
23438	0.1692
23439	0.16525
23440	0.17707
23441	0.17314
23442	0.18487
23443	0.18098
23444	0.19255
23445	0.18873
23446	0.2001
23447	0.19635
23448	0.20748
23449	0.20381
23450	0.21465
23451	0.21109
23452	0.2216
23453	0.21815
23454	0.22828
23455	0.22497
23456	0.23469
23457	0.23152
23458	0.2408
23459	0.23778
23460	0.24658
23461	0.24373
23462	0.25201
23463	0.24934
23464	0.25709
23465	0.25459
23466	0.26178
23467	0.25949
23468	0.26611
23469	0.26398
23470	0.27001
23471	0.26812
23472	0.27349
23473	0.2718
23474	0.27658
23475	0.27509
23476	0.27919
23477	0.27794
23478	0.28133
23479	0.28032
23480	0.28303
23481	0.28224
23482	0.28428
23483	0.28371
23484	0.2851
23485	0.28475
23486	0.28545
23487	0.28533
23488	0.28533
23489	0.28545
23490	0.28476
23491	0.2851
23492	0.28372
23493	0.2843
23494	0.28222
23495	0.28303
23496	0.28028
23497	0.28131
23498	0.27788
23499	0.27914
23500	0.27505
23501	0.27652
23502	0.27178
23503	0.27347
23504	0.26809
23505	0.26998
23506	0.26398
23507	0.26609
23508	0.25948
23509	0.26178
23510	0.25459
23511	0.25709
23512	0.24934
23513	0.25201
23514	0.24373
23515	0.24658
23516	0.23778
23517	0.2408
23518	0.23152
23519	0.23469
23520	0.22497
23521	0.22828
23522	0.21815
23523	0.2216
23524	0.21109
23525	0.21465
23526	0.20381
23527	0.20748
23528	0.19635
23529	0.2001
23530	0.18873
23531	0.19255
23532	0.18098
23533	0.18487
23534	0.17314
23535	0.17707
23536	0.16525
23537	0.1692
23538	0.15734
23539	0.1613
23540	0.14947
23541	0.1534
23542	0.14169
23543	0.14557
23544	0.13398
23545	0.13783
23546	0.12636
23547	0.13013
23548	0.11904
23549	0.12268
23550	0.11192
23551	0.11546
23552	0.10501
23553	0.10844
23554	9.8463e-002
23555	0.10168
23556	9.2285e-002
23557	9.5328e-002
23558	8.6509e-002
23559	8.934e-002
23560	8.1203e-002
23561	8.3797e-002
23562	7.8737e-002
23563	7.6409e-002
23564	7.6409e-002
23565	7.8736e-002
23566	8.3782e-002
23567	8.1196e-002
23568	8.9309e-002
23569	8.6488e-002
23570	9.5275e-002
23571	9.224e-002
23572	0.10163
23573	9.8409e-002
23574	0.10834
23575	0.10495
23576	0.11535
23577	0.11181
23578	0.12262
23579	0.11896
23580	0.13011
23581	0.12634
23582	0.13776
23583	0.13391
23584	0.14553
23585	0.14163
23586	0.15337
23587	0.14944
23588	0.16126
23589	0.15731
23590	0.16915
23591	0.1652
23592	0.17703
23593	0.1731
23594	0.18484
23595	0.18095
23596	0.19254
23597	0.18871
23598	0.2001
23599	0.19634
23600	0.20748
23601	0.20381
23602	0.21465
23603	0.21109
23604	0.2216
23605	0.21815
23606	0.22828
23607	0.22497
23608	0.23469
23609	0.23152
23610	0.2408
23611	0.23778
23612	0.24658
23613	0.24373
23614	0.25201
23615	0.24934
23616	0.25709
23617	0.25459
23618	0.26178
23619	0.25948
23620	0.26609
23621	0.26398
23622	0.26998
23623	0.26809
23624	0.27347
23625	0.27178
23626	0.27652
23627	0.27505
23628	0.27914
23629	0.27788
23630	0.28131
23631	0.28028
23632	0.28303
23633	0.28223
23634	0.2843
23635	0.28372
23636	0.2851
23637	0.28476
23638	0.28545
23639	0.28533
23640	0.28533
23641	0.28545
23642	0.28476
23643	0.2851
23644	0.28372
23645	0.2843
23646	0.28223
23647	0.28303
23648	0.28028
23649	0.28131
23650	0.27788
23651	0.27914
23652	0.27505
23653	0.27652
23654	0.27178
23655	0.27347
23656	0.26809
23657	0.26998
23658	0.26398
23659	0.26609
23660	0.25948
23661	0.26178
23662	0.25459
23663	0.25709
23664	0.24934
23665	0.25201
23666	0.24373
23667	0.24658
23668	0.23778
23669	0.2408
23670	0.23152
23671	0.23469
23672	0.22497
23673	0.22828
23674	0.21815
23675	0.2216
23676	0.21109
23677	0.21465
23678	0.20381
23679	0.20748
23680	0.1964
23681	0.2001
23682	0.1888
23683	0.19266
23684	0.1811
23685	0.18492
23686	0.17725
23687	0.15746
23688	0.16149
23689	0.14961
23690	0.15352
23691	0.14168
23692	0.14564
23693	0.13387
23694	0.13775
23695	0.12632
23696	0.13007
23697	0.11894
23698	0.12261
23699	0.11181
23700	0.11534
23701	0.10495
23702	0.10834
23703	9.8409e-002
23704	0.10163
23705	9.2243e-002
23706	9.5276e-002
23707	8.6527e-002
23708	8.9324e-002
23709	8.1345e-002
23710	8.3859e-002
23711	7.6794e-002
23712	7.8995e-002
23713	7.4782e-002
23714	7.4633e-002
23715	0.17467
23716	1.8093e-002
23717	0.17912
23718	7.413e-002
23719	7.4219e-002
23720	0.10235
23721	9.9131e-002
23722	9.5437e-002
23723	8.2588e-002
23724	8.0132e-002
23725	7.9378e-002
23726	8.4947e-002
23727	8.2098e-002
23728	9.103e-002
23729	8.7926e-002
23730	9.7593e-002
23731	9.4254e-002
23732	0.10459
23733	0.10104
23734	0.11198
23735	0.10824
23736	0.11971
23737	0.1158
23738	0.12773
23739	0.12368
23740	0.13599
23741	0.13183
23742	0.14446
23743	0.1402
23744	0.15307
23745	0.14875
23746	0.16179
23747	0.15742
23748	0.17057
23749	0.16618
23750	0.17937
23751	0.17497
23752	0.18815
23753	0.18376
23754	0.19686
23755	0.19251
23756	0.20547
23757	0.20118
23758	0.21394
23759	0.20973
23760	0.22224
23761	0.21812
23762	0.23034
23763	0.22632
23764	0.2382
23765	0.2343
23766	0.2458
23767	0.24203
23768	0.2531
23769	0.24949
23770	0.26011
23771	0.25664
23772	0.26683
23773	0.2635
23774	0.27329
23775	0.27009
23776	0.27946
23777	0.27642
23778	0.28494
23779	0.28231
23780	0.28983
23781	0.28744
23782	0.29433
23783	0.29213
23784	0.29849
23785	0.29646
23786	0.30223
23787	0.30041
23788	0.30554
23789	0.30395
23790	0.30838
23791	0.30702
23792	0.31073
23793	0.30962
23794	0.31259
23795	0.31172
23796	0.31396
23797	0.31334
23798	0.31484
23799	0.31446
23800	0.31521
23801	0.31509
23802	0.31509
23803	0.31521
23804	0.31446
23805	0.31484
23806	0.31334
23807	0.31396
23808	0.31172
23809	0.31259
23810	0.30961
23811	0.31073
23812	0.30702
23813	0.30838
23814	0.30395
23815	0.30555
23816	0.30041
23817	0.30224
23818	0.29641
23819	0.29847
23820	0.29196
23821	0.29424
23822	0.28707
23823	0.28957
23824	0.28176
23825	0.28447
23826	0.27605
23827	0.27896
23828	0.26994
23829	0.27304
23830	0.26347
23831	0.26675
23832	0.25664
23833	0.2601
23834	0.24949
23835	0.25311
23836	0.24204
23837	0.2458
23838	0.2343
23839	0.2382
23840	0.22632
23841	0.23034
23842	0.21812
23843	0.22224
23844	0.20972
23845	0.21394
23846	0.20118
23847	0.20547
23848	0.1925
23849	0.19685
23850	0.18374
23851	0.18813
23852	0.17493
23853	0.17934
23854	0.16613
23855	0.17053
23856	0.1574
23857	0.16176
23858	0.14874
23859	0.15305
23860	0.1402
23861	0.14445
23862	0.13183
23863	0.13599
23864	0.12368
23865	0.12773
23866	0.1158
23867	0.1197
23868	0.10824
23869	0.11198
23870	0.10106
23871	0.1046
23872	9.433e-002
23873	9.7628e-002
23874	8.8139e-002
23875	9.1157e-002
23876	8.2651e-002
23877	8.5334e-002
23878	0.19258
23879	0.18367
23880	0.18821
23881	8.0246e-002
23882	7.9388e-002
23883	8.4944e-002
23884	8.2092e-002
23885	9.1029e-002
23886	8.7925e-002
23887	9.7593e-002
23888	9.4254e-002
23889	0.10459
23890	0.10104
23891	0.11198
23892	0.10824
23893	0.11971
23894	0.1158
23895	0.12773
23896	0.12368
23897	0.13599
23898	0.13183
23899	0.14445
23900	0.1402
23901	0.153
23902	0.14871
23903	0.16161
23904	0.1573
23905	0.16594
23906	0.18802
23907	0.18358
23908	0.19681
23909	0.19243
23910	0.20546
23911	0.20115
23912	0.21394
23913	0.20972
23914	0.22225
23915	0.21812
23916	0.23037
23917	0.22633
23918	0.23833
23919	0.23437
23920	0.24606
23921	0.24223
23922	0.25341
23923	0.24979
23924	0.26028
23925	0.2569
23926	0.26682
23927	0.26359
23928	0.27306
23929	0.26998
23930	0.27892
23931	0.27604
23932	0.28443
23933	0.28172
23934	0.28956
23935	0.28705
23936	0.29424
23937	0.29195
23938	0.29847
23939	0.29641
23940	0.30224
23941	0.30041
23942	0.30555
23943	0.30395
23944	0.30838
23945	0.30702
23946	0.31073
23947	0.30961
23948	0.31259
23949	0.31172
23950	0.31396
23951	0.31334
23952	0.31484
23953	0.31446
23954	0.31528
23955	0.31511
23956	0.31539
23957	0.31537
23958	0.3151
23959	0.31532
23960	0.31402
23961	0.31468
23962	0.31215
23963	0.31315
23964	0.30989
23965	0.31104
23966	0.30747
23967	0.30869
23968	0.30479
23969	0.3062
23970	0.3013
23971	0.30317
23972	0.2969
23973	0.2992
23974	0.29223
23975	0.29455
23976	0.28758
23977	0.28989
23978	0.28299
23979	0.28535
23980	0.27744
23981	0.2804
23982	0.2704
23983	0.27409
23984	0.26408
23985	0.26716
23986	0.25637
23987	0.26015
23988	0.24939
23989	0.25293
23990	0.24198
23991	0.24573
23992	0.23426
23993	0.23815
23994	0.22632
23995	0.23032
23996	0.21814
23997	0.22225
23998	0.20975
23999	0.21394
24000	0.20123
24001	0.20553
24002	0.19254
24003	0.19689
24004	0.18376
24005	0.18816
24006	0.175
24007	0.17939
24008	0.16623
24009	0.17062
24010	0.15743
24011	0.16182
24012	0.14874
24013	0.15307
24014	0.1402
24015	0.14445
24016	0.13183
24017	0.13599
24018	0.12352
24019	0.12772
24020	0.11564
24021	0.11941
24022	0.10859
24023	0.11207
24024	0.10528
24025	8.8244e-002
24026	9.1699e-002
24027	8.249e-002
24028	8.5291e-002
24029	7.9737e-002
24030	7.909e-002
24031	8.4644e-002
24032	8.1801e-002
24033	9.0802e-002
24034	8.7642e-002
24035	9.741e-002
24036	9.4068e-002
24037	0.10451
24038	0.10091
24039	0.11193
24040	0.10817
24041	0.11969
24042	0.11578
24043	0.12772
24044	0.12368
24045	0.13599
24046	0.13183
24047	0.14446
24048	0.1402
24049	0.15307
24050	0.14875
24051	0.16179
24052	0.15742
24053	0.17057
24054	0.16618
24055	0.17937
24056	0.17497
24057	0.18815
24058	0.18376
24059	0.19686
24060	0.19251
24061	0.20547
24062	0.20118
24063	0.21394
24064	0.20973
24065	0.22224
24066	0.21812
24067	0.23034
24068	0.22632
24069	0.2382
24070	0.2343
24071	0.2458
24072	0.24204
24073	0.25311
24074	0.24949
24075	0.2601
24076	0.25664
24077	0.26675
24078	0.26347
24079	0.27304
24080	0.26994
24081	0.27895
24082	0.27605
24083	0.28447
24084	0.28176
24085	0.28956
24086	0.28706
24087	0.29421
24088	0.29194
24089	0.30236
24090	0.2964
24091	0.29849
24092	0.30046
24093	0.30566
24094	0.30409
24095	0.30846
24096	0.30712
24097	0.31079
24098	0.30971
24099	0.3126
24100	0.31175
24101	0.31397
24102	0.31334
24103	0.31484
24104	0.31447
24105	0.31521
24106	0.31509
24107	0.31509
24108	0.31521
24109	0.31446
24110	0.31484
24111	0.31334
24112	0.31396
24113	0.31172
24114	0.31259
24115	0.30961
24116	0.31073
24117	0.30702
24118	0.30838
24119	0.30395
24120	0.30555
24121	0.30041
24122	0.30224
24123	0.29641
24124	0.29847
24125	0.29196
24126	0.29424
24127	0.28707
24128	0.28957
24129	0.28176
24130	0.28447
24131	0.27605
24132	0.27896
24133	0.26994
24134	0.27304
24135	0.26347
24136	0.26675
24137	0.25664
24138	0.2601
24139	0.24949
24140	0.25311
24141	0.24204
24142	0.2458
24143	0.2343
24144	0.2382
24145	0.22632
24146	0.23034
24147	0.21812
24148	0.22224
24149	0.20973
24150	0.21394
24151	0.20118
24152	0.20547
24153	0.19251
24154	0.19686
24155	0.18376
24156	0.18815
24157	0.17497
24158	0.17937
24159	0.16616
24160	0.17057
24161	0.15734
24162	0.16175
24163	0.14871
24164	0.153
24165	0.14028
24166	0.14447
24167	0.13198
24168	0.13611
24169	0.12386
24170	0.1279
24171	0.11594
24172	0.11987
24173	0.10828
24174	0.11208
24175	0.10098
24176	0.10455
24177	9.4228e-002
24178	9.7566e-002
24179	8.7928e-002
24180	9.1009e-002
24181	8.2113e-002
24182	8.4958e-002
24183	7.9407e-002
24184	7.9407e-002
24185	8.4954e-002
24186	8.2111e-002
24187	9.1031e-002
24188	8.7929e-002
24189	9.7593e-002
24190	9.4254e-002
24191	0.10459
24192	0.10104
24193	0.11198
24194	0.10824
24195	0.1197
24196	0.1158
24197	0.12773
24198	0.12368
24199	0.13599
24200	0.13183
24201	0.14446
24202	0.1402
24203	0.15307
24204	0.14875
24205	0.16179
24206	0.15742
24207	0.17056
24208	0.16617
24209	0.17935
24210	0.17495
24211	0.18812
24212	0.18374
24213	0.19685
24214	0.1925
24215	0.20547
24216	0.20118
24217	0.21394
24218	0.20973
24219	0.22224
24220	0.21811
24221	0.23034
24222	0.22632
24223	0.2382
24224	0.2343
24225	0.2458
24226	0.24204
24227	0.25311
24228	0.24949
24229	0.2601
24230	0.25664
24231	0.26675
24232	0.26347
24233	0.27304
24234	0.26994
24235	0.27896
24236	0.27605
24237	0.28447
24238	0.28176
24239	0.28957
24240	0.28707
24241	0.29424
24242	0.29196
24243	0.29847
24244	0.29641
24245	0.30224
24246	0.30041
24247	0.30555
24248	0.30395
24249	0.30838
24250	0.30702
24251	0.31073
24252	0.30961
24253	0.31259
24254	0.31172
24255	0.31396
24256	0.31334
24257	0.31484
24258	0.31446
24259	0.31521
24260	0.31509
24261	0.31509
24262	0.31521
24263	0.31446
24264	0.31484
24265	0.31334
24266	0.31396
24267	0.31172
24268	0.31259
24269	0.30961
24270	0.31073
24271	0.30702
24272	0.30838
24273	0.30395
24274	0.30555
24275	0.30041
24276	0.30224
24277	0.29641
24278	0.29847
24279	0.29196
24280	0.29424
24281	0.28707
24282	0.28957
24283	0.28176
24284	0.28447
24285	0.27605
24286	0.27896
24287	0.26994
24288	0.27304
24289	0.26347
24290	0.26675
24291	0.25664
24292	0.2601
24293	0.24949
24294	0.25311
24295	0.24203
24296	0.2458
24297	0.2343
24298	0.2382
24299	0.2263
24300	0.23034
24301	0.21806
24302	0.2222
24303	0.20963
24304	0.21388
24305	0.20109
24306	0.20532
24307	0.19688
24308	0.17479
24309	0.17915
24310	0.16619
24311	0.17049
24312	0.15742
24313	0.16176
24314	0.14886
24315	0.15317
24316	0.14025
24317	0.14453
24318	0.13186
24319	0.13603
24320	0.12369
24321	0.12774
24322	0.1158
24323	0.11971
24324	0.10824
24325	0.11198
24326	0.10105
24327	0.1046
24328	9.4314e-002
24329	9.7612e-002
24330	8.8107e-002
24331	9.1145e-002
24332	8.5242e-002
24333	7.7819e-002
24334	7.7937e-002
24335	0.19284
24336	2.5633e-002
24337	0.19777
24338	0.10818
24339	5.0115e-002
24340	0.10425
24341	7.7117e-002
24342	7.6847e-002
24343	8.4726e-002
24344	9.141e-002
24345	8.8008e-002
24346	9.857e-002
24347	9.4931e-002
24348	0.1062
24349	0.10233
24350	0.11425
24351	0.11017
24352	0.12269
24353	0.11843
24354	0.13147
24355	0.12704
24356	0.14052
24357	0.13596
24358	0.14981
24359	0.14514
24360	0.15928
24361	0.15452
24362	0.16888
24363	0.16407
24364	0.17857
24365	0.17372
24366	0.18829
24367	0.18343
24368	0.19801
24369	0.19316
24370	0.20768
24371	0.20285
24372	0.21725
24373	0.21248
24374	0.2267
24375	0.22199
24376	0.23597
24377	0.23136
24378	0.24504
24379	0.24054
24380	0.25388
24381	0.24949
24382	0.26244
24383	0.25819
24384	0.2707
24385	0.26661
24386	0.27864
24387	0.27471
24388	0.28622
24389	0.28248
24390	0.29352
24391	0.28991
24392	0.30052
24393	0.29705
24394	0.30715
24395	0.3039
24396	0.31315
24397	0.31024
24398	0.31845
24399	0.31587
24400	0.32329
24401	0.32091
24402	0.32777
24403	0.32558
24404	0.33182
24405	0.32985
24406	0.33537
24407	0.33365
24408	0.33842
24409	0.33696
24410	0.34095
24411	0.33975
24412	0.34296
24413	0.34202
24414	0.34443
24415	0.34376
24416	0.34537
24417	0.34497
24418	0.34578
24419	0.34564
24420	0.34564
24421	0.34578
24422	0.34497
24423	0.34537
24424	0.34376
24425	0.34443
24426	0.34202
24427	0.34296
24428	0.33975
24429	0.34095
24430	0.33696
24431	0.33842
24432	0.33365
24433	0.33537
24434	0.32983
24435	0.3318
24436	0.32551
24437	0.32773
24438	0.32071
24439	0.32317
24440	0.31543
24441	0.31813
24442	0.30969
24443	0.31262
24444	0.30351
24445	0.30666
24446	0.2969
24447	0.30026
24448	0.28989
24449	0.29344
24450	0.28248
24451	0.28623
24452	0.27472
24453	0.27864
24454	0.26661
24455	0.2707
24456	0.25819
24457	0.26244
24458	0.24949
24459	0.25388
24460	0.24054
24461	0.24504
24462	0.23136
24463	0.23597
24464	0.22199
24465	0.2267
24466	0.21247
24467	0.21725
24468	0.20284
24469	0.20767
24470	0.19313
24471	0.19799
24472	0.18341
24473	0.18827
24474	0.17371
24475	0.17855
24476	0.16406
24477	0.16887
24478	0.15452
24479	0.15928
24480	0.14514
24481	0.14981
24482	0.13596
24483	0.14052
24484	0.12704
24485	0.13147
24486	0.11843
24487	0.12269
24488	0.11019
24489	0.11427
24490	0.10241
24491	0.10623
24492	9.5141e-002
24493	9.871e-002
24494	8.8417e-002
24495	9.1684e-002
24496	8.1615e-002
24497	8.4766e-002
24498	8.1644e-002
24499	8.2475e-002
24500	8.5373e-002
24501	0.21261
24502	0.20307
24503	0.20783
24504	9.1413e-002
24505	8.8021e-002
24506	9.857e-002
24507	9.4931e-002
24508	0.1062
24509	0.10233
24510	0.11425
24511	0.11017
24512	0.12269
24513	0.11843
24514	0.13147
24515	0.12704
24516	0.14052
24517	0.13596
24518	0.14981
24519	0.14514
24520	0.15926
24521	0.15452
24522	0.16883
24523	0.16404
24524	0.17837
24525	0.1736
24526	0.18316
24527	0.20756
24528	0.20268
24529	0.21721
24530	0.2124
24531	0.22668
24532	0.22197
24533	0.23597
24534	0.23135
24535	0.24505
24536	0.24054
24537	0.2539
24538	0.2495
24539	0.26253
24540	0.25824
24541	0.27091
24542	0.26676
24543	0.27889
24544	0.27497
24545	0.28639
24546	0.28269
24547	0.2935
24548	0.28999
24549	0.30024
24550	0.29692
24551	0.3066
24552	0.30346
24553	0.31257
24554	0.30964
24555	0.31811
24556	0.3154
24557	0.32317
24558	0.3207
24559	0.32773
24560	0.32551
24561	0.3318
24562	0.32983
24563	0.33537
24564	0.33365
24565	0.33842
24566	0.33696
24567	0.34095
24568	0.33975
24569	0.34296
24570	0.34202
24571	0.34443
24572	0.34376
24573	0.34538
24574	0.34497
24575	0.34585
24576	0.34567
24577	0.34595
24578	0.34594
24579	0.34563
24580	0.34587
24581	0.34443
24582	0.34516
24583	0.34241
24584	0.34349
24585	0.33996
24586	0.34122
24587	0.33735
24588	0.33868
24589	0.33446
24590	0.33598
24591	0.33074
24592	0.33273
24593	0.32602
24594	0.32846
24595	0.32093
24596	0.32351
24597	0.3158
24598	0.3183
24599	0.3109
24600	0.31339
24601	0.30474
24602	0.30803
24603	0.29719
24604	0.30085
24605	0.28932
24606	0.29359
24607	0.28236
24608	0.28573
24609	0.27466
24610	0.27854
24611	0.26658
24612	0.27067
24613	0.25817
24614	0.26242
24615	0.24944
24616	0.25383
24617	0.24045
24618	0.245
24619	0.23122
24620	0.23587
24621	0.22198
24622	0.22659
24623	0.21248
24624	0.21725
24625	0.20286
24626	0.20768
24627	0.1931
24628	0.19799
24629	0.1834
24630	0.18825
24631	0.17371
24632	0.17855
24633	0.16407
24634	0.16888
24635	0.15453
24636	0.15928
24637	0.14514
24638	0.14981
24639	0.13608
24640	0.14051
24641	0.12732
24642	0.13173
24643	0.1187
24644	0.12296
24645	0.11493
24646	9.6312e-002
24647	0.10023
24648	8.9003e-002
24649	9.2574e-002
24650	8.4621e-002
24651	8.1554e-002
24652	8.2216e-002
24653	8.5561e-002
24654	9.122e-002
24655	8.7851e-002
24656	9.838e-002
24657	9.4742e-002
24658	0.11419
24659	0.10216
24660	0.10609
24661	0.11009
24662	0.12267
24663	0.11839
24664	0.13146
24665	0.12703
24666	0.14052
24667	0.13596
24668	0.14981
24669	0.14514
24670	0.15928
24671	0.15452
24672	0.16888
24673	0.16407
24674	0.17857
24675	0.17372
24676	0.18829
24677	0.18343
24678	0.19801
24679	0.19316
24680	0.20768
24681	0.20285
24682	0.21725
24683	0.21248
24684	0.2267
24685	0.22199
24686	0.23597
24687	0.23136
24688	0.24504
24689	0.24054
24690	0.25388
24691	0.24949
24692	0.26244
24693	0.25819
24694	0.2707
24695	0.26661
24696	0.27864
24697	0.27472
24698	0.28623
24699	0.28248
24700	0.29344
24701	0.28989
24702	0.30026
24703	0.2969
24704	0.30666
24705	0.30351
24706	0.31261
24707	0.30969
24708	0.31812
24709	0.31542
24710	0.32314
24711	0.32069
24712	0.32771
24713	0.32547
24714	0.3318
24715	0.32984
24716	0.33547
24717	0.33368
24718	0.33852
24719	0.33708
24720	0.34098
24721	0.3398
24722	0.34298
24723	0.34205
24724	0.34443
24725	0.34377
24726	0.34537
24727	0.34497
24728	0.34578
24729	0.34564
24730	0.34564
24731	0.34578
24732	0.34497
24733	0.34537
24734	0.34376
24735	0.34443
24736	0.34202
24737	0.34296
24738	0.33975
24739	0.34095
24740	0.33696
24741	0.33842
24742	0.33365
24743	0.33537
24744	0.32983
24745	0.3318
24746	0.32551
24747	0.32773
24748	0.32071
24749	0.32317
24750	0.31543
24751	0.31813
24752	0.30969
24753	0.31262
24754	0.30351
24755	0.30666
24756	0.2969
24757	0.30026
24758	0.28989
24759	0.29344
24760	0.28248
24761	0.28623
24762	0.27472
24763	0.27864
24764	0.26661
24765	0.2707
24766	0.25819
24767	0.26244
24768	0.24949
24769	0.25388
24770	0.24054
24771	0.24504
24772	0.23136
24773	0.23597
24774	0.22199
24775	0.2267
24776	0.21248
24777	0.21725
24778	0.20286
24779	0.20768
24780	0.19316
24781	0.19801
24782	0.18344
24783	0.18829
24784	0.17378
24785	0.1786
24786	0.16413
24787	0.16896
24788	0.1546
24789	0.15933
24790	0.14533
24791	0.14994
24792	0.13618
24793	0.14075
24794	0.12713
24795	0.13159
24796	0.11849
24797	0.12277
24798	0.11025
24799	0.11434
24800	0.10237
24801	0.10624
24802	9.4972e-002
24803	9.8619e-002
24804	8.8085e-002
24805	9.1461e-002
24806	8.4844e-002
24807	8.1759e-002
24808	8.1761e-002
24809	8.4849e-002
24810	9.1443e-002
24811	8.8073e-002
24812	9.8578e-002
24813	9.4947e-002
24814	0.1062
24815	0.10233
24816	0.11425
24817	0.11017
24818	0.12269
24819	0.11843
24820	0.13147
24821	0.12704
24822	0.14052
24823	0.13596
24824	0.14981
24825	0.14514
24826	0.15928
24827	0.15452
24828	0.16888
24829	0.16407
24830	0.17857
24831	0.17372
24832	0.18829
24833	0.18343
24834	0.198
24835	0.19315
24836	0.20768
24837	0.20284
24838	0.21726
24839	0.21248
24840	0.2267
24841	0.222
24842	0.23597
24843	0.23136
24844	0.24504
24845	0.24054
24846	0.25388
24847	0.24949
24848	0.26244
24849	0.25819
24850	0.2707
24851	0.26661
24852	0.27864
24853	0.27472
24854	0.28623
24855	0.28248
24856	0.29344
24857	0.28989
24858	0.30026
24859	0.2969
24860	0.30666
24861	0.30351
24862	0.31262
24863	0.30969
24864	0.31813
24865	0.31543
24866	0.32317
24867	0.32071
24868	0.32773
24869	0.32551
24870	0.3318
24871	0.32983
24872	0.33537
24873	0.33365
24874	0.33842
24875	0.33696
24876	0.34095
24877	0.33975
24878	0.34296
24879	0.34202
24880	0.34443
24881	0.34376
24882	0.34537
24883	0.34497
24884	0.34578
24885	0.34564
24886	0.34564
24887	0.34578
24888	0.34497
24889	0.34537
24890	0.34376
24891	0.34443
24892	0.34202
24893	0.34296
24894	0.33975
24895	0.34095
24896	0.33696
24897	0.33842
24898	0.33365
24899	0.33537
24900	0.32983
24901	0.3318
24902	0.32551
24903	0.32773
24904	0.32071
24905	0.32317
24906	0.31543
24907	0.31813
24908	0.30969
24909	0.31262
24910	0.30351
24911	0.30666
24912	0.2969
24913	0.30026
24914	0.28989
24915	0.29344
24916	0.28248
24917	0.28623
24918	0.27472
24919	0.27864
24920	0.26661
24921	0.2707
24922	0.2582
24923	0.26244
24924	0.24952
24925	0.25388
24926	0.24062
24927	0.2451
24928	0.23153
24929	0.23608
24930	0.22217
24931	0.2269
24932	0.21742
24933	0.19315
24934	0.19818
24935	0.18359
24936	0.18829
24937	0.17386
24938	0.17877
24939	0.16399
24940	0.16887
24941	0.15449
24942	0.15923
24943	0.14512
24944	0.14978
24945	0.13596
24946	0.14052
24947	0.12704
24948	0.13147
24949	0.11842
24950	0.12269
24951	0.11016
24952	0.11424
24953	0.10228
24954	0.10618
