Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Directional Deformation (mm)
22689	910.	240.	0.	3.523e-002
22690	910.	230.	0.	3.551e-002
22691	910.	220.	0.	3.5779e-002
22692	910.	210.	0.	3.6036e-002
22693	910.	190.	0.	3.6515e-002
22694	910.	170.	0.	3.6947e-002
22695	910.	150.	0.	3.7331e-002
22696	910.	90.	0.	3.8199e-002
22697	910.	70.	0.	3.8392e-002
22698	910.	50.	0.	3.8537e-002
22699	910.	30.	0.	3.8633e-002
22700	910.	20.	0.	3.8664e-002
22701	910.	10.	0.	3.8682e-002
22702	910.	-2.3279e-006	0.	3.8688e-002
22703	910.	-10.	0.	3.8682e-002
22704	910.	-30.	0.	3.8633e-002
22705	910.	-50.	0.	3.8537e-002
22706	910.	-70.	0.	3.8392e-002
22707	910.	-80.	0.	3.8301e-002
22708	910.	-90.	0.	3.8199e-002
22709	910.	-110.	0.	3.7957e-002
22710	910.	-130.	0.	3.7668e-002
22711	910.	-150.	0.	3.7331e-002
22712	910.	-170.	0.	3.6947e-002
22713	910.	-180.	0.	3.6737e-002
22714	910.	-190.	0.	3.6515e-002
22715	910.	-200.	0.	3.6281e-002
22716	910.	-210.	0.	3.6036e-002
22717	910.	-230.	0.	3.551e-002
22718	910.	-240.	0.	3.523e-002
22719	910.	-250.	0.	3.4938e-002
22720	910.	-270.	0.	3.432e-002
22721	910.	-290.	0.	3.3657e-002
22722	910.	-310.	0.	3.2949e-002
22723	910.	-330.	0.	3.2197e-002
22724	910.	-350.	0.	3.1402e-002
22725	910.	-370.	0.	3.0564e-002
22726	910.	-390.	0.	2.9684e-002
22727	910.	-410.	0.	2.8764e-002
22728	910.	-430.	0.	2.7805e-002
22729	910.	-450.	0.	2.6808e-002
22730	910.	-460.	0.	2.6296e-002
22731	910.	-470.	0.	2.5775e-002
22732	910.	-510.	0.	2.3608e-002
22733	910.01	-530.	0.	2.2476e-002
22734	910.01	-540.	0.	2.19e-002
22735	910.01	-550.	0.	2.1316e-002
22736	910.01	-570.	0.	2.0135e-002
22737	910.	-590.	0.	1.8934e-002
22738	910.	-610.	0.	1.7713e-002
22739	910.	-630.	0.	1.6477e-002
22740	910.	-640.	0.	1.5856e-002
22741	910.	-650.	0.	1.5232e-002
22742	910.	-670.	0.	1.3982e-002
22743	910.	-690.	0.	1.2732e-002
22744	910.	-710.	0.	1.1489e-002
22745	910.	-730.	0.	1.0259e-002
22746	910.	-750.	0.	9.0509e-003
22747	910.	-770.	0.	7.8717e-003
22748	910.	-790.	0.	6.731e-003
22749	910.	-800.	0.	6.1784e-003
22750	910.	-810.	0.	5.6393e-003
22751	910.	-830.	0.	4.6074e-003
22752	910.	-850.	0.	3.6478e-003
22753	910.	-870.	0.	2.7732e-003
22754	910.	-880.	0.	2.3722e-003
22755	910.	-890.	0.	1.9975e-003
22756	910.	-900.	0.	1.651e-003
22757	890.	-910.	0.	1.9975e-003
22758	880.	-910.	0.	2.3722e-003
22759	870.	-910.	0.	2.7732e-003
22760	850.	-910.	0.	3.6478e-003
22761	830.	-910.	0.	4.6074e-003
22762	810.	-910.	0.	5.6393e-003
22763	790.	-910.	0.	6.731e-003
22764	770.	-910.	0.	7.8717e-003
22765	750.	-910.	0.	9.0509e-003
22766	730.	-910.	0.	1.0259e-002
22767	690.	-910.	0.	1.2732e-002
22768	680.	-910.	0.	1.3357e-002
22769	670.	-910.	0.	1.3982e-002
22770	660.	-910.	0.	1.4608e-002
22771	650.	-910.	0.	1.5233e-002
22772	630.	-910.	0.	1.6478e-002
22773	610.	-910.	0.	1.7714e-002
22774	590.	-910.	0.	1.8936e-002
22775	570.	-910.	0.	2.0139e-002
22776	550.	-910.	0.	2.1322e-002
22777	530.	-910.	0.	2.2479e-002
22778	510.	-910.	0.	2.3609e-002
22779	500.	-910.	0.	2.4162e-002
22780	490.	-910.	0.	2.4708e-002
22781	470.	-910.	0.	2.5775e-002
22782	450.	-910.	0.	2.6808e-002
22783	440.	-910.	0.	2.7311e-002
22784	430.	-910.	0.	2.7805e-002
22785	420.	-910.	0.	2.8289e-002
22786	410.	-910.	0.	2.8764e-002
22787	400.	-910.	0.	2.9229e-002
22788	390.	-910.	0.	2.9684e-002
22789	380.	-910.	0.	3.0129e-002
22790	370.	-910.	0.	3.0564e-002
22791	360.	-910.	0.	3.0988e-002
22792	350.	-910.	0.	3.1402e-002
22793	340.	-910.	0.	3.1805e-002
22794	330.	-910.	0.	3.2197e-002
22795	320.	-910.	0.	3.2579e-002
22796	310.	-910.	0.	3.2949e-002
22797	300.	-910.	0.	3.3309e-002
22798	290.	-910.	0.	3.3657e-002
22799	270.	-910.	0.	3.432e-002
22800	260.	-910.	0.	3.4635e-002
22801	250.	-910.	0.	3.4938e-002
22802	240.	-910.	0.	3.523e-002
22803	230.	-910.	0.	3.551e-002
22804	220.	-910.	0.	3.5779e-002
22805	210.	-910.	0.	3.6036e-002
22806	190.	-910.	0.	3.6515e-002
22807	180.	-910.	0.	3.6737e-002
22808	170.	-910.	0.	3.6947e-002
22809	160.	-910.	0.	3.7145e-002
22810	150.	-910.	0.	3.7331e-002
22811	130.	-910.	0.	3.7668e-002
22812	110.	-910.	0.	3.7957e-002
22813	100.	-910.	0.	3.8084e-002
22814	90.	-910.	0.	3.8199e-002
22815	70.	-910.	0.	3.8392e-002
22816	60.	-910.	0.	3.847e-002
22817	50.	-910.	0.	3.8537e-002
22818	30.	-910.	0.	3.8633e-002
22819	10.	-910.	0.	3.8682e-002
22820	-5.1813e-009	-910.	0.	3.8688e-002
22821	-10.	-910.	0.	3.8682e-002
22822	-20.	-910.	0.	3.8664e-002
22823	-30.	-910.	0.	3.8633e-002
22824	-40.	-910.	0.	3.8591e-002
22825	-50.	-910.	0.	3.8537e-002
22826	-60.	-910.	0.	3.847e-002
22827	-70.	-910.	0.	3.8392e-002
22828	-90.	-910.	0.	3.8199e-002
22829	-100.	-910.	0.	3.8084e-002
22830	-110.	-910.	0.	3.7957e-002
22831	-130.	-910.	0.	3.7668e-002
22832	-150.	-910.	0.	3.7331e-002
22833	-160.	-910.	0.	3.7145e-002
22834	-170.	-910.	0.	3.6947e-002
22835	-190.	-910.	0.	3.6515e-002
22836	-210.	-910.	0.	3.6036e-002
22837	-220.	-910.	0.	3.5779e-002
22838	-230.	-910.	0.	3.551e-002
22839	-240.	-910.	0.	3.523e-002
22840	-250.	-910.	0.	3.4938e-002
22841	-270.	-910.	0.	3.432e-002
22842	-290.	-910.	0.	3.3657e-002
22843	-300.	-910.	0.	3.3309e-002
22844	-310.	-910.	0.	3.2949e-002
22845	-320.	-910.	0.	3.2579e-002
22846	-330.	-910.	0.	3.2197e-002
22847	-340.	-910.	0.	3.1805e-002
22848	-350.	-910.	0.	3.1402e-002
22849	-370.	-910.	0.	3.0564e-002
22850	-390.	-910.	0.	2.9684e-002
22851	-400.	-910.	0.	2.9229e-002
22852	-410.	-910.	0.	2.8764e-002
22853	-420.	-910.	0.	2.8289e-002
22854	-429.99	-910.	0.	2.7804e-002
22855	-439.98	-910.	0.	2.731e-002
22856	-449.96	-910.01	0.	2.6805e-002
22857	-469.92	-910.02	0.	2.577e-002
22858	-509.87	-910.04	0.	2.3594e-002
22859	-529.9	-910.02	0.	2.2476e-002
22860	-549.94	-910.	0.	2.1323e-002
22861	-569.97	-910.	0.	2.0141e-002
22862	-589.99	-910.	0.	1.8936e-002
22863	-610.	-910.	0.	1.7714e-002
22864	-630.	-910.	0.	1.6478e-002
22865	-650.	-910.	0.	1.5233e-002
22866	-670.	-910.	0.	1.3982e-002
22867	-690.	-910.	0.	1.2732e-002
22868	-700.	-910.	0.	1.2109e-002
22869	-710.	-910.	0.	1.1489e-002
22870	-720.	-910.	0.	1.0872e-002
22871	-730.	-910.	0.	1.026e-002
22872	-750.	-910.	0.	9.0509e-003
22873	-760.	-910.	0.	8.4571e-003
22874	-770.	-910.	0.	7.8717e-003
22875	-790.	-910.	0.	6.7312e-003
22876	-810.	-910.	0.	5.6394e-003
22877	-830.	-910.	0.	4.6076e-003
22878	-850.	-910.	0.	3.6479e-003
22879	-870.	-910.	0.	2.7733e-003
22880	-880.	-910.	0.	2.3722e-003
22881	-890.	-910.	0.	1.9975e-003
22882	-910.	-910.	0.	1.3343e-003
22883	-910.	910.	0.	1.3343e-003
22884	910.	910.	0.	1.3343e-003
22885	910.	-910.	0.	1.3343e-003
22886	-920.	-890.	0.	1.5802e-003
22887	-920.	-880.	0.	1.8809e-003
22888	-920.	-870.	0.	2.203e-003
22889	-920.01	-860.	0.	2.545e-003
22890	-920.02	-850.	0.	2.905e-003
22891	-920.1	-829.99	0.	3.6704e-003
22892	-920.23	-809.98	0.	4.4851e-003
22893	-920.27	-789.97	0.	5.3546e-003
22894	-920.22	-779.97	0.	5.8137e-003
22895	-920.15	-769.98	0.	6.2851e-003
22896	-920.04	-749.99	0.	7.2487e-003
22897	-920.01	-730.	0.	8.2263e-003
22898	-920.	-720.	0.	8.7196e-003
22899	-920.	-710.	0.	9.2159e-003
22900	-920.	-690.	0.	1.0215e-002
22901	-920.	-670.	0.	1.122e-002
22902	-920.	-650.	0.	1.2224e-002
22903	-920.	-640.	0.	1.2725e-002
22904	-920.	-630.	0.	1.3224e-002
22905	-920.	-610.	0.	1.4216e-002
22906	-920.	-590.	0.	1.5197e-002
22907	-920.	-570.	0.	1.6162e-002
22908	-920.	-560.	0.	1.6639e-002
22909	-920.	-550.	0.	1.711e-002
22910	-920.	-530.	0.	1.8038e-002
22911	-920.	-510.	0.	1.8944e-002
22912	-920.	-490.	0.	1.9825e-002
22913	-920.	-480.	0.	2.0256e-002
22914	-920.	-470.	0.	2.068e-002
22915	-920.	-450.	0.	2.1508e-002
22916	-920.	-430.	0.	2.2306e-002
22917	-920.	-410.	0.	2.3074e-002
22918	-920.	-400.	0.	2.3446e-002
22919	-920.	-390.	0.	2.381e-002
22920	-920.	-370.	0.	2.4514e-002
22921	-920.	-360.	0.	2.4854e-002
22922	-920.	-350.	0.	2.5185e-002
22923	-920.	-340.	0.	2.5508e-002
22924	-920.	-330.	0.	2.5821e-002
22925	-920.	-320.	0.	2.6127e-002
22926	-920.	-310.	0.	2.6423e-002
22927	-920.	-300.	0.	2.6711e-002
22928	-920.	-290.	0.	2.699e-002
22929	-920.	-270.	0.	2.752e-002
22930	-920.	-250.	0.	2.8014e-002
22931	-920.	-240.	0.	2.8248e-002
22932	-920.	-230.	0.	2.8472e-002
22933	-920.	-220.	0.	2.8687e-002
22934	-920.	-210.	0.	2.8892e-002
22935	-920.	-190.	0.	2.9275e-002
22936	-920.	-170.	0.	2.9621e-002
22937	-920.	-160.	0.	2.9779e-002
22938	-920.	-150.	0.	2.9928e-002
22939	-920.	-130.	0.	3.0197e-002
22940	-920.	-90.	0.	3.0621e-002
22941	-920.	-70.	0.	3.0776e-002
22942	-920.	-50.	0.	3.0892e-002
22943	-920.	-40.	0.	3.0935e-002
22944	-920.	-30.	0.	3.0969e-002
22945	-920.	-20.	0.	3.0993e-002
22946	-920.	-10.	0.	3.1008e-002
22947	-920.	10.	0.	3.1008e-002
22948	-920.	30.	0.	3.0969e-002
22949	-920.	50.	0.	3.0892e-002
22950	-920.	60.	0.	3.0838e-002
22951	-920.	70.	0.	3.0776e-002
22952	-920.	90.	0.	3.0621e-002
22953	-920.	110.	0.	3.0429e-002
22954	-920.	130.	0.	3.0197e-002
22955	-920.	140.	0.	3.0067e-002
22956	-920.	150.	0.	2.9928e-002
22957	-920.	160.	0.	2.9779e-002
22958	-920.	170.	0.	2.9621e-002
22959	-920.	180.	0.	2.9453e-002
22960	-920.	210.	0.	2.8892e-002
22961	-920.	220.	0.	2.8687e-002
22962	-920.	230.	0.	2.8472e-002
22963	-920.	240.	0.	2.8248e-002
22964	-920.	250.	0.	2.8014e-002
22965	-920.	260.	0.	2.7772e-002
22966	-920.	270.	0.	2.752e-002
22967	-920.	290.	0.	2.699e-002
22968	-920.	310.	0.	2.6423e-002
22969	-920.	330.	0.	2.5821e-002
22970	-920.	350.	0.	2.5185e-002
22971	-920.	360.	0.	2.4854e-002
22972	-920.	370.	0.	2.4514e-002
22973	-920.	380.	0.	2.4166e-002
22974	-920.	390.	0.	2.381e-002
22975	-920.	400.	0.	2.3446e-002
22976	-920.	410.	0.	2.3074e-002
22977	-920.	420.	0.	2.2694e-002
22978	-920.	430.	0.	2.2306e-002
22979	-920.	440.	0.	2.191e-002
22980	-920.	450.	0.	2.1508e-002
22981	-920.	460.	0.	2.1097e-002
22982	-920.	470.	0.	2.068e-002
22983	-920.	490.	0.	1.9825e-002
22984	-920.	510.	0.	1.8944e-002
22985	-920.	520.	0.	1.8494e-002
22986	-920.	530.	0.	1.8038e-002
22987	-920.	550.	0.	1.711e-002
22988	-920.	570.	0.	1.6162e-002
22989	-920.	580.	0.	1.5682e-002
22990	-920.	590.	0.	1.5197e-002
22991	-920.	610.	0.	1.4216e-002
22992	-920.	630.	0.	1.3224e-002
22993	-920.	640.	0.	1.2725e-002
22994	-920.	650.	0.	1.2224e-002
22995	-920.	670.	0.	1.122e-002
22996	-920.	680.	0.	1.0717e-002
22997	-920.	690.	0.	1.0215e-002
22998	-920.	710.	0.	9.216e-003
22999	-920.	730.	0.	8.2273e-003
23000	-920.	740.	0.	7.7387e-003
23001	-920.	750.	0.	7.2551e-003
23002	-920.	770.	0.	6.3063e-003
23003	-920.	790.	0.	5.3883e-003
23004	-920.	800.	0.	4.9434e-003
23005	-920.	810.	0.	4.5094e-003
23006	-920.	830.	0.	3.6789e-003
23007	-920.	870.	0.	2.2032e-003
23008	-920.	880.	0.	1.8809e-003
23009	-920.	890.	0.	1.5802e-003
23010	-479.9	-920.04	0.	2.0241e-002
23011	-489.88	-920.06	0.	1.9804e-002
23012	-920.	-910.	0.	1.0491e-003
23013	-910.	920.	0.	1.0491e-003
23014	-920.	910.	0.	1.0491e-003
23015	-890.	920.	0.	1.5802e-003
23016	-880.	920.	0.	1.8809e-003
23017	-870.	920.	0.	2.203e-003
23018	-860.	920.01	0.	2.5449e-003
23019	-850.	920.02	0.	2.9049e-003
23020	-829.99	920.1	0.	3.6701e-003
23021	-809.98	920.24	0.	4.4847e-003
23022	-789.97	920.28	0.	5.3544e-003
23023	-779.97	920.22	0.	5.8136e-003
23024	-769.98	920.15	0.	6.2851e-003
23025	-749.99	920.04	0.	7.2487e-003
23026	-730.	920.01	0.	8.2263e-003
23027	-720.	920.	0.	8.7196e-003
23028	-710.	920.	0.	9.2159e-003
23029	-690.	920.	0.	1.0215e-002
23030	-670.	920.	0.	1.122e-002
23031	-650.	920.	0.	1.2224e-002
23032	-640.	920.	0.	1.2725e-002
23033	-630.	920.	0.	1.3224e-002
23034	-610.	920.	0.	1.4216e-002
23035	-590.	920.	0.	1.5197e-002
23036	-570.	920.	0.	1.6162e-002
23037	-560.	920.	0.	1.6639e-002
23038	-550.	920.	0.	1.7111e-002
23039	-530.	920.	0.	1.8039e-002
23040	-510.	920.	0.	1.8944e-002
23041	-490.	920.	0.	1.9825e-002
23042	-480.	920.	0.	2.0256e-002
23043	-470.	920.	0.	2.068e-002
23044	-450.	920.	0.	2.1508e-002
23045	-430.	920.	0.	2.2306e-002
23046	-410.	920.	0.	2.3074e-002
23047	-400.	920.	0.	2.3446e-002
23048	-390.	920.	0.	2.381e-002
23049	-370.	920.	0.	2.4514e-002
23050	-360.	920.	0.	2.4854e-002
23051	-350.	920.	0.	2.5185e-002
23052	-340.	920.	0.	2.5507e-002
23053	-330.	920.	0.	2.5821e-002
23054	-320.	920.	0.	2.6127e-002
23055	-310.	920.	0.	2.6423e-002
23056	-300.	920.	0.	2.6711e-002
23057	-290.	920.	0.	2.699e-002
23058	-270.	920.	0.	2.752e-002
23059	-250.	920.	0.	2.8015e-002
23060	-240.	920.	0.	2.8248e-002
23061	-230.	920.	0.	2.8472e-002
23062	-220.	920.	0.	2.8687e-002
23063	-210.	920.	0.	2.8892e-002
23064	-190.	920.	0.	2.9275e-002
23065	-170.	920.	0.	2.9621e-002
23066	-160.	920.	0.	2.9779e-002
23067	-150.	920.	0.	2.9928e-002
23068	-130.	920.	0.	3.0197e-002
23069	-120.	920.	0.	3.0318e-002
23070	-110.	920.	0.	3.0429e-002
23071	-100.	920.	0.	3.053e-002
23072	-90.	920.	0.	3.0621e-002
23073	-70.	920.	0.	3.0776e-002
23074	-50.	920.	0.	3.0892e-002
23075	-40.	920.	0.	3.0935e-002
23076	-30.	920.	0.	3.0969e-002
23077	-20.	920.	0.	3.0993e-002
23078	-10.	920.	0.	3.1007e-002
23079	9.9994	920.	0.	3.1005e-002
23080	19.999	920.01	0.	3.0987e-002
23081	30.	920.01	0.	3.0958e-002
23082	70.005	920.01	0.	3.0769e-002
23083	90.006	920.	0.	3.0623e-002
23084	110.01	919.99	0.	3.0434e-002
23085	130.	920.	0.	3.0199e-002
23086	140.	920.	0.	3.0064e-002
23087	150.	920.01	0.	2.9923e-002
23088	160.	920.01	0.	2.9774e-002
23089	170.	920.01	0.	2.9615e-002
23090	180.	920.	0.	2.9449e-002
23091	190.	920.	0.	2.9273e-002
23092	210.	920.01	0.	2.8887e-002
23093	220.	920.02	0.	2.8674e-002
23094	230.01	920.04	0.	2.8446e-002
23095	270.03	920.12	0.	2.7441e-002
23096	290.03	920.08	0.	2.6938e-002
23097	310.02	920.03	0.	2.6407e-002
23098	320.01	920.01	0.	2.6119e-002
23099	330.01	920.	0.	2.5819e-002
23100	350.01	919.99	0.	2.5189e-002
23101	360.01	919.99	0.	2.4859e-002
23102	370.01	919.99	0.	2.4519e-002
23103	390.01	919.99	0.	2.3814e-002
23104	400.01	919.99	0.	2.345e-002
23105	410.01	919.99	0.	2.308e-002
23106	430.01	919.98	0.	2.2315e-002
23107	450.	919.98	0.	2.1515e-002
23108	470.	919.99	0.	2.0683e-002
23109	490.	920.	0.	1.9825e-002
23110	500.	920.	0.	1.9387e-002
23111	510.	920.	0.	1.8944e-002
23112	520.	920.	0.	1.8494e-002
23113	530.	920.	0.	1.8038e-002
23114	550.	920.	0.	1.711e-002
23115	560.	920.	0.	1.6639e-002
23116	570.	920.	0.	1.6162e-002
23117	580.	920.	0.	1.5682e-002
23118	590.	920.	0.	1.5197e-002
23119	610.	920.	0.	1.4216e-002
23120	630.	920.	0.	1.3224e-002
23121	650.	920.	0.	1.2224e-002
23122	670.	920.	0.	1.1219e-002
23123	680.	920.	0.	1.0717e-002
23124	690.	920.	0.	1.0215e-002
23125	700.	920.	0.	9.7139e-003
23126	710.	920.	0.	9.2151e-003
23127	730.	920.	0.	8.2266e-003
23128	750.	920.	0.	7.2549e-003
23129	770.	920.	0.	6.3062e-003
23130	790.	920.	0.	5.3882e-003
23131	800.	920.	0.	4.9433e-003
23132	820.	920.	0.	4.0874e-003
23133	830.	920.	0.	3.6788e-003
23134	850.	920.	0.	2.9064e-003
23135	870.	920.	0.	2.2031e-003
23136	880.	920.	0.	1.8809e-003
23137	890.	920.	0.	1.5802e-003
23138	920.	910.	0.	1.0491e-003
23139	910.	920.	0.	1.0491e-003
23140	920.	900.	0.	1.3024e-003
23141	920.	890.	0.	1.5802e-003
23142	920.	870.	0.	2.2031e-003
23143	920.	850.	0.	2.9064e-003
23144	920.	830.	0.	3.6788e-003
23145	920.	820.	0.	4.0874e-003
23146	920.	810.	0.	4.5094e-003
23147	920.	790.	0.	5.3882e-003
23148	920.	780.	0.	5.8429e-003
23149	920.	770.	0.	6.3063e-003
23150	920.	760.	0.	6.7773e-003
23151	920.	750.	0.	7.2551e-003
23152	920.	740.	0.	7.7387e-003
23153	920.	730.	0.	8.2273e-003
23154	920.	710.	0.	9.216e-003
23155	920.	690.	0.	1.0215e-002
23156	920.	670.	0.	1.122e-002
23157	920.	660.	0.	1.1722e-002
23158	920.	650.	0.	1.2224e-002
23159	920.	640.	0.	1.2725e-002
23160	920.	630.	0.	1.3224e-002
23161	920.	610.	0.	1.4216e-002
23162	920.	600.	0.	1.4708e-002
23163	920.	590.	0.	1.5197e-002
23164	920.	570.	0.	1.6162e-002
23165	920.	550.	0.	1.711e-002
23166	920.	530.	0.	1.8038e-002
23167	920.	520.	0.	1.8494e-002
23168	920.	510.	0.	1.8944e-002
23169	920.	500.	0.	1.9388e-002
23170	920.	490.	0.	1.9825e-002
23171	920.	480.	0.	2.0256e-002
23172	920.	470.	0.	2.068e-002
23173	920.	460.	0.	2.1097e-002
23174	920.	450.	0.	2.1508e-002
23175	920.	440.	0.	2.191e-002
23176	920.	430.	0.	2.2306e-002
23177	920.	420.	0.	2.2694e-002
23178	920.	410.	0.	2.3074e-002
23179	920.	390.	0.	2.381e-002
23180	920.	380.	0.	2.4166e-002
23181	920.	370.	0.	2.4514e-002
23182	920.	350.	0.	2.5185e-002
23183	920.	330.	0.	2.5821e-002
23184	920.	310.	0.	2.6423e-002
23185	920.	300.	0.	2.6711e-002
23186	920.	280.	0.	2.726e-002
23187	920.	270.	0.	2.752e-002
23188	920.	260.	0.	2.7772e-002
23189	920.	250.	0.	2.8014e-002
23190	920.	240.	0.	2.8248e-002
23191	920.	230.	0.	2.8472e-002
23192	920.	220.	0.	2.8687e-002
23193	920.	210.	0.	2.8892e-002
23194	920.	200.	0.	2.9088e-002
23195	920.	190.	0.	2.9275e-002
23196	920.	170.	0.	2.9621e-002
23197	920.	150.	0.	2.9928e-002
23198	920.	130.	0.	3.0197e-002
23199	920.	90.	0.	3.0621e-002
23200	920.	70.	0.	3.0776e-002
23201	920.	50.	0.	3.0892e-002
23202	920.	30.	0.	3.0969e-002
23203	920.	20.	0.	3.0993e-002
23204	920.	10.	0.	3.1008e-002
23205	920.	-1.2249e-006	0.	3.1012e-002
23206	920.	-10.	0.	3.1008e-002
23207	920.	-20.	0.	3.0993e-002
23208	920.	-30.	0.	3.0969e-002
23209	920.	-50.	0.	3.0892e-002
23210	920.	-60.	0.	3.0838e-002
23211	920.	-70.	0.	3.0776e-002
23212	920.	-80.	0.	3.0703e-002
23213	920.	-90.	0.	3.0621e-002
23214	920.	-110.	0.	3.0429e-002
23215	920.	-130.	0.	3.0197e-002
23216	920.	-140.	0.	3.0067e-002
23217	920.	-150.	0.	2.9928e-002
23218	920.	-170.	0.	2.9621e-002
23219	920.	-180.	0.	2.9453e-002
23220	920.	-190.	0.	2.9275e-002
23221	920.	-200.	0.	2.9088e-002
23222	920.	-210.	0.	2.8892e-002
23223	920.	-230.	0.	2.8472e-002
23224	920.	-240.	0.	2.8248e-002
23225	920.	-260.	0.	2.7772e-002
23226	920.	-270.	0.	2.752e-002
23227	920.	-290.	0.	2.699e-002
23228	920.	-310.	0.	2.6423e-002
23229	920.	-330.	0.	2.5821e-002
23230	920.	-350.	0.	2.5185e-002
23231	920.	-370.	0.	2.4514e-002
23232	920.	-390.	0.	2.381e-002
23233	920.	-410.	0.	2.3074e-002
23234	920.	-420.	0.	2.2694e-002
23235	920.	-430.	0.	2.2306e-002
23236	920.	-450.	0.	2.1508e-002
23237	920.	-460.	0.	2.1097e-002
23238	920.	-470.	0.	2.068e-002
23239	920.	-490.	0.	1.9825e-002
23240	920.	-530.	0.	1.8036e-002
23241	920.01	-540.	0.	1.7574e-002
23242	920.01	-550.	0.	1.7106e-002
23243	920.01	-560.	0.	1.6634e-002
23244	920.01	-570.	0.	1.6159e-002
23245	920.	-590.	0.	1.5195e-002
23246	920.	-610.	0.	1.4216e-002
23247	920.	-630.	0.	1.3224e-002
23248	920.	-650.	0.	1.2224e-002
23249	920.	-660.	0.	1.1722e-002
23250	920.	-670.	0.	1.122e-002
23251	920.	-690.	0.	1.0215e-002
23252	920.	-710.	0.	9.216e-003
23253	920.	-730.	0.	8.2273e-003
23254	920.	-750.	0.	7.2551e-003
23255	920.	-770.	0.	6.3062e-003
23256	920.	-790.	0.	5.3882e-003
23257	920.	-800.	0.	4.9433e-003
23258	920.	-810.	0.	4.5093e-003
23259	920.	-830.	0.	3.6788e-003
23260	920.	-850.	0.	2.9064e-003
23261	920.	-870.	0.	2.2031e-003
23262	920.	-890.	0.	1.5802e-003
23263	910.	-920.	0.	1.0491e-003
23264	920.	-910.	0.	1.0491e-003
23265	900.	-920.	0.	1.3024e-003
23266	890.	-920.	0.	1.5802e-003
23267	880.	-920.	0.	1.8809e-003
23268	860.	-920.	0.	2.5455e-003
23269	850.	-920.	0.	2.9064e-003
23270	830.	-920.	0.	3.6788e-003
23271	820.	-920.	0.	4.0874e-003
23272	810.	-920.	0.	4.5093e-003
23273	790.	-920.	0.	5.3882e-003
23274	770.	-920.	0.	6.3062e-003
23275	750.	-920.	0.	7.2551e-003
23276	730.	-920.	0.	8.2273e-003
23277	710.	-920.	0.	9.216e-003
23278	690.	-920.	0.	1.0215e-002
23279	660.	-920.	0.	1.1722e-002
23280	650.	-920.	0.	1.2224e-002
23281	630.	-920.	0.	1.3224e-002
23282	610.	-920.	0.	1.4216e-002
23283	600.	-920.	0.	1.4708e-002
23284	590.	-920.	0.	1.5197e-002
23285	570.	-920.	0.	1.6162e-002
23286	550.	-920.	0.	1.711e-002
23287	530.	-920.	0.	1.8038e-002
23288	510.	-920.	0.	1.8944e-002
23289	490.	-920.	0.	1.9825e-002
23290	470.	-920.	0.	2.068e-002
23291	450.	-920.	0.	2.1508e-002
23292	440.	-920.	0.	2.191e-002
23293	430.	-920.	0.	2.2306e-002
23294	410.	-920.	0.	2.3074e-002
23295	400.	-920.	0.	2.3446e-002
23296	390.	-920.	0.	2.381e-002
23297	380.	-920.	0.	2.4166e-002
23298	370.	-920.	0.	2.4514e-002
23299	350.	-920.	0.	2.5185e-002
23300	330.	-920.	0.	2.5821e-002
23301	310.	-920.	0.	2.6423e-002
23302	290.	-920.	0.	2.699e-002
23303	270.	-920.	0.	2.752e-002
23304	260.	-920.	0.	2.7772e-002
23305	250.	-920.	0.	2.8014e-002
23306	240.	-920.	0.	2.8248e-002
23307	210.	-920.	0.	2.8892e-002
23308	190.	-920.	0.	2.9275e-002
23309	180.	-920.	0.	2.9453e-002
23310	170.	-920.	0.	2.9621e-002
23311	160.	-920.	0.	2.9779e-002
23312	150.	-920.	0.	2.9928e-002
23313	130.	-920.	0.	3.0197e-002
23314	110.	-920.	0.	3.0429e-002
23315	100.	-920.	0.	3.053e-002
23316	90.	-920.	0.	3.0621e-002
23317	70.	-920.	0.	3.0776e-002
23318	60.	-920.	0.	3.0838e-002
23319	50.	-920.	0.	3.0892e-002
23320	30.	-920.	0.	3.0969e-002
23321	10.	-920.	0.	3.1008e-002
23322	-20.	-920.	0.	3.0993e-002
23323	-30.	-920.	0.	3.0969e-002
23324	-40.	-920.	0.	3.0935e-002
23325	-50.	-920.	0.	3.0892e-002
23326	-60.	-920.	0.	3.0838e-002
23327	-70.	-920.	0.	3.0776e-002
23328	-80.	-920.	0.	3.0703e-002
23329	-90.	-920.	0.	3.0621e-002
23330	-110.	-920.	0.	3.0429e-002
23331	-120.	-920.	0.	3.0318e-002
23332	-130.	-920.	0.	3.0197e-002
23333	-150.	-920.	0.	2.9928e-002
23334	-160.	-920.	0.	2.9779e-002
23335	-170.	-920.	0.	2.9621e-002
23336	-190.	-920.	0.	2.9275e-002
23337	-200.	-920.	0.	2.9088e-002
23338	-210.	-920.	0.	2.8892e-002
23339	-220.	-920.	0.	2.8687e-002
23340	-230.	-920.	0.	2.8472e-002
23341	-250.	-920.	0.	2.8014e-002
23342	-270.	-920.	0.	2.752e-002
23343	-290.	-920.	0.	2.699e-002
23344	-300.	-920.	0.	2.6711e-002
23345	-310.	-920.	0.	2.6423e-002
23346	-320.	-920.	0.	2.6127e-002
23347	-340.	-920.	0.	2.5508e-002
23348	-350.	-920.	0.	2.5185e-002
23349	-370.	-920.	0.	2.4514e-002
