Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Directional Deformation (mm)
847	-40.019	-30.01	0.	1.0685
848	39.928	30.104	0.	1.0685
849	29.903	40.118	0.	1.0685
850	39.961	10.057	0.	1.07
851	30.017	-39.989	0.	1.0685
852	40.006	-19.979	0.	1.0694
853	40.018	-29.984	0.	1.0685
854	20.011	-39.992	0.	1.0694
855	10.005	-39.995	0.	1.07
856	-1.6009e-003	-39.999	0.	1.0702
857	-10.009	-40.003	0.	1.07
858	-30.024	-40.012	0.	1.0685
859	-8.8094e-002	50.011	0.	1.0685
860	-40.029	39.99	0.	1.0672
861	-40.032	-40.018	0.	1.0672
862	-50.015	-20.003	0.	1.0678
863	-50.01	-9.9985	0.	1.0683
864	-20.052	49.977	0.	1.0678
865	9.9035	50.05	0.	1.0683
866	39.921	40.132	0.	1.0672
867	40.021	-39.987	0.	1.0672
868	-50.018	39.997	0.	1.0655
869	-40.049	-50.027	0.	1.0655
870	-50.023	-30.01	0.	1.0668
871	-50.01	10.002	0.	1.0683
872	-50.015	20.001	0.	1.0678
873	-50.019	29.999	0.	1.0668
874	-30.036	49.977	0.	1.0668
875	29.909	50.138	0.	1.0668
876	39.925	50.16	0.	1.0655
877	49.944	30.095	0.	1.0668
878	49.969	10.052	0.	1.0683
879	49.997	-9.9723	0.	1.0683
880	50.007	-19.979	0.	1.0678
881	50.02	-29.985	0.	1.0668
882	50.024	-39.987	0.	1.0655
883	30.014	-49.991	0.	1.0668
884	10.002	-49.997	0.	1.0683
885	-10.015	-50.005	0.	1.0683
886	-20.026	-50.011	0.	1.0678
887	-30.038	-50.018	0.	1.0668
888	-10.047	59.973	0.	1.0663
889	-6.2483e-002	60.003	0.	1.0665
890	-60.015	-19.995	0.	1.0657
891	-60.009	-9.9905	0.	1.0663
892	-50.013	49.995	0.	1.0639
893	-20.029	59.962	0.	1.0657
894	9.9267	60.05	0.	1.0663
895	49.941	50.156	0.	1.0638
896	-60.024	-30.004	0.	1.0648
897	-60.006	10.009	0.	1.0663
898	-60.008	20.007	0.	1.0657
899	-60.011	30.006	0.	1.0648
900	-50.004	59.991	0.	1.0618
901	-60.008	50.004	0.	1.0618
902	-30.017	59.965	0.	1.0648
903	29.925	60.157	0.	1.0648
904	-60.058	-50.033	0.	1.0618
905	59.957	50.124	0.	1.0618
906	39.938	60.186	0.	1.0635
907	49.954	60.186	0.	1.0618
908	59.956	30.074	0.	1.0648
909	59.977	10.038	0.	1.0663
910	60.	-9.9815	0.	1.0663
911	60.011	-19.985	0.	1.0657
912	60.02	-29.988	0.	1.0648
913	50.016	-59.99	0.	1.0618
914	60.023	-49.99	0.	1.0618
915	30.01	-59.992	0.	1.0648
916	9.996	-59.998	0.	1.0663
917	-10.024	-60.007	0.	1.0663
918	-30.054	-60.024	0.	1.0648
919	-40.069	-60.035	0.	1.0635
920	-50.08	-60.046	0.	1.0618
921	-60.001	60.003	0.	1.0598
922	-60.084	-60.051	0.	1.0598
923	-70.015	-19.981	0.	1.0633
924	-70.009	-9.9776	0.	1.0638
925	-2.7581e-002	69.993	0.	1.064
926	59.969	60.152	0.	1.0598
927	60.016	-59.992	0.	1.0598
928	-69.999	60.012	0.	1.0574
929	-10.009	69.957	0.	1.0639
930	-19.997	69.943	0.	1.0633
931	-60.113	-70.067	0.	1.0573
932	-70.054	-50.022	0.	1.0594
933	-70.024	-29.991	0.	1.0624
934	-70.003	10.02	0.	1.0638
935	-70.005	30.013	0.	1.0624
936	-70.003	50.012	0.	1.0594
937	-49.99	69.985	0.	1.0594
938	-29.991	69.949	0.	1.0624
939	9.9584	70.048	0.	1.0638
940	29.949	70.174	0.	1.0623
941	49.971	70.217	0.	1.0594
942	59.987	70.181	0.	1.0573
943	69.982	60.098	0.	1.0574
944	69.97	50.078	0.	1.0594
945	69.968	30.045	0.	1.0624
946	69.983	10.023	0.	1.0638
947	69.993	1.6438e-002	0.	1.064
948	70.002	-9.9878	0.	1.0638
949	70.02	-29.992	0.	1.0624
950	70.022	-49.994	0.	1.0594
951	70.015	-59.995	0.	1.0574
952	30.004	-69.994	0.	1.0624
953	9.992	-69.999	0.	1.0638
954	-10.03	-70.008	0.	1.0638
955	-30.069	-70.027	0.	1.0624
956	-50.1	-70.054	0.	1.0594
957	-69.992	70.013	0.	1.055
958	-70.108	-70.062	0.	1.0549
959	70.	70.122	0.	1.0549
960	-80.014	-19.96	0.	1.0605
961	-80.009	-9.9587	0.	1.0611
962	70.009	-69.996	0.	1.055
963	-69.984	80.013	0.	1.0522
964	-80.094	-70.043	0.	1.0522
965	80.009	70.055	0.	1.0522
966	-19.959	79.921	0.	1.0605
967	-9.9715	79.939	0.	1.0611
968	-60.14	-80.078	0.	1.0545
969	-80.047	-50.003	0.	1.0566
970	-80.022	-29.971	0.	1.0596
971	-80.001	10.034	0.	1.0611
972	-80.001	20.028	0.	1.0605
973	-80.002	30.023	0.	1.0596
974	-80.	50.019	0.	1.0566
975	-79.992	70.02	0.	1.0522
976	-59.979	79.998	0.	1.0546
977	-49.971	79.976	0.	1.0566
978	-29.959	79.929	0.	1.0596
979	9.9945	80.048	0.	1.061
980	30.002	80.226	0.	1.0595
981	49.994	80.246	0.	1.0566
982	70.023	80.154	0.	1.0522
983	79.977	30.016	0.	1.0596
984	79.982	20.013	0.	1.0605
985	79.988	10.011	0.	1.0611
986	80.003	-9.9934	0.	1.0611
987	80.011	-19.994	0.	1.0605
988	80.017	-29.995	0.	1.0596
989	80.018	-49.997	0.	1.0566
990	70.004	-79.997	0.	1.0522
991	80.013	-59.997	0.	1.0546
992	80.007	-69.998	0.	1.0522
993	50.005	-79.994	0.	1.0566
994	30.001	-79.995	0.	1.0596
995	9.99	-80.	0.	1.0611
996	-2.1444e-002	-80.003	0.	1.0612
997	-10.038	-80.008	0.	1.061
998	-20.06	-80.017	0.	1.0605
999	-30.085	-80.029	0.	1.0596
1000	-40.108	-80.046	0.	1.0583
1001	-50.123	-80.061	0.	1.0566
1002	-79.986	80.021	0.	1.0494
1003	80.027	80.085	0.	1.0494
1004	-70.136	-80.076	0.	1.0521
1005	-80.119	-80.06	0.	1.0494
1006	-90.013	-19.931	0.	1.0573
1007	80.004	-79.998	0.	1.0494
1008	-60.165	-90.087	0.	1.0514
1009	-89.987	80.026	0.	1.0463
1010	80.049	90.118	0.	1.0463
1011	-19.925	89.901	0.	1.0574
1012	-90.122	-90.035	0.	1.0432
1013	-90.096	-80.028	0.	1.0463
1014	-90.074	-70.015	0.	1.049
1015	-90.037	-49.981	0.	1.0535
1016	-90.018	-29.944	0.	1.0564
1017	-90.01	-9.9378	0.	1.0579
1018	-90.005	5.6393e-002	0.	1.0581
1019	-90.002	10.048	0.	1.0579
1020	-90.	30.033	0.	1.0564
1021	-59.965	89.992	0.	1.0515
1022	-49.952	89.965	0.	1.0535
1023	-29.93	89.911	0.	1.0565
1024	-9.9382	89.924	0.	1.0579
1025	4.1489e-002	89.975	0.	1.0581
1026	10.03	90.049	0.	1.0579
1027	30.029	90.236	0.	1.0563
1028	50.022	90.273	0.	1.0534
1029	70.044	90.187	0.	1.049
1030	90.031	80.011	0.	1.0463
1031	90.013	69.996	0.	1.0491
1032	89.989	49.986	0.	1.0535
1033	89.984	29.994	0.	1.0564
1034	89.987	19.998	0.	1.0573
1035	89.992	10.001	0.	1.0579
1036	90.014	-29.998	0.	1.0564
1037	90.016	-39.998	0.	1.0551
1038	90.014	-49.999	0.	1.0535
1039	90.01	-59.999	0.	1.0515
1040	90.006	-69.999	0.	1.0491
1041	90.001	-90.	0.	1.0432
1042	70.002	-89.998	0.	1.0491
1043	60.002	-89.996	0.	1.0515
1044	50.002	-89.996	0.	1.0535
1045	29.997	-89.997	0.	1.0564
1046	9.9824	-90.	0.	1.0579
1047	-10.049	-90.009	0.	1.0579
1048	-30.097	-90.029	0.	1.0564
1049	-50.144	-90.066	0.	1.0534
1050	-80.147	-90.072	0.	1.0463
1051	-89.983	90.027	0.	1.0432
1052	90.053	90.039	0.	1.0432
1053	-19.905	99.888	0.	1.0539
1054	-60.189	-100.09	0.	1.0479
1055	90.	-100.	0.	1.0397
1056	-90.135	-100.05	0.	1.0397
1057	-100.09	-90.025	0.	1.0397
1058	-100.06	-69.998	0.	1.0456
1059	-100.03	-49.963	0.	1.05
1060	-100.01	-29.921	0.	1.0529
1061	-100.01	-19.904	0.	1.0538
1062	-100.01	-9.9095	0.	1.0544
1063	-100.	20.052	0.	1.0538
1064	-100.	30.039	0.	1.0529
1065	-99.999	40.031	0.	1.0516
1066	-99.997	50.026	0.	1.05
1067	-99.991	70.023	0.	1.0456
1068	-89.981	100.03	0.	1.0397
1069	-99.986	80.024	0.	1.0428
1070	-99.983	90.025	0.	1.0397
1071	-79.977	100.02	0.	1.0428
1072	-69.968	100.01	0.	1.0456
1073	-59.954	99.984	0.	1.048
1074	-49.937	99.954	0.	1.05
1075	-29.91	99.895	0.	1.0529
1076	-9.9182	99.915	0.	1.0544
1077	10.044	100.05	0.	1.0543
1078	30.023	100.23	0.	1.0528
1079	50.033	100.3	0.	1.0498
1080	70.064	100.22	0.	1.0455
1081	100.05	89.971	0.	1.0397
1082	80.073	100.15	0.	1.0428
1083	90.075	100.07	0.	1.0397
1084	100.03	79.956	0.	1.0428
1085	100.01	69.949	0.	1.0456
1086	99.994	49.956	0.	1.05
1087	99.989	29.978	0.	1.0529
1088	99.991	19.988	0.	1.0538
1089	99.994	9.9939	0.	1.0544
1090	100.01	-29.999	0.	1.0529
1091	100.01	-50.	0.	1.05
1092	100.01	-60.	0.	1.0479
1093	100.	-70.	0.	1.0456
1094	100.	-80.	0.	1.0428
1095	100.	-90.	0.	1.0397
1096	80.001	-99.999	0.	1.0428
1097	70.001	-99.998	0.	1.0456
1098	50.	-99.997	0.	1.05
1099	29.995	-99.998	0.	1.0529
1100	9.9797	-100.	0.	1.0544
1101	-10.05	-100.01	0.	1.0544
1102	-30.105	-100.03	0.	1.0529
1103	-50.167	-100.07	0.	1.0499
1104	-70.186	-100.1	0.	1.0455
1105	-80.165	-100.08	0.	1.0428
1106	100.	-100.	0.	1.0363
1107	-100.1	-100.04	0.	1.0362
1108	-99.982	100.02	0.	1.0363
1109	100.07	100.	0.	1.0362
1110	-60.201	-110.09	0.	1.044
1111	110.	-100.	0.	1.0324
1112	-110.06	-89.989	0.	1.0359
1113	-110.04	-69.986	0.	1.0417
1114	-110.02	-49.952	0.	1.0461
1115	-110.01	-39.932	0.	1.0477
1116	-110.01	-29.914	0.	1.049
1117	-110.01	-9.8972	0.	1.0505
1118	-110.	10.074	0.	1.0505
1119	-110.	20.055	0.	1.0499
1120	-110.	30.041	0.	1.049
1121	-110.	40.031	0.	1.0477
1122	-110.	50.025	0.	1.0461
1123	-109.99	70.02	0.	1.0417
1124	-109.99	80.021	0.	1.039
1125	-109.98	100.02	0.	1.0324
1126	-89.982	110.02	0.	1.0359
1127	-69.964	110.	0.	1.0417
1128	-49.926	109.95	0.	1.0461
1129	-29.899	109.89	0.	1.0491
1130	-9.9121	109.91	0.	1.0505
1131	10.049	110.05	0.	1.0504
1132	30.024	110.24	0.	1.0489
1133	40.029	110.3	0.	1.0476
1134	50.044	110.31	0.	1.0459
1135	70.079	110.24	0.	1.0416
1136	80.091	110.18	0.	1.0389
1137	100.09	110.04	0.	1.0324
1138	110.06	99.944	0.	1.0324
1139	110.04	89.925	0.	1.0359
1140	110.01	69.911	0.	1.0417
1141	110.	59.921	0.	1.0441
1142	110.	49.936	0.	1.0461
1143	109.99	29.967	0.	1.049
1144	109.99	19.978	0.	1.0499
1145	110.	9.9861	0.	1.0505
1146	110.	-10.003	0.	1.0505
1147	110.01	-30.	0.	1.049
1148	110.01	-40.	0.	1.0477
1149	110.01	-50.	0.	1.0461
1150	110.01	-60.	0.	1.0441
1151	110.	-70.	0.	1.0417
1152	100.	-110.	0.	1.0324
1153	90.	-110.	0.	1.0359
1154	80.	-110.	0.	1.039
1155	70.	-110.	0.	1.0417
1156	50.	-110.	0.	1.0461
1157	29.997	-110.	0.	1.049
1158	19.991	-110.	0.	1.0499
1159	9.9812	-110.	0.	1.0505
1160	-3.3883e-002	-110.	0.	1.0506
1161	-10.057	-110.01	0.	1.0505
1162	-30.111	-110.02	0.	1.049
1163	-50.176	-110.06	0.	1.046
1164	-70.199	-110.1	0.	1.0416
1165	-80.179	-110.09	0.	1.0389
1166	-90.147	-110.07	0.	1.0358
1167	-100.11	-110.04	0.	1.0324
1168	-110.08	-110.02	0.	1.0286
1169	110.	-110.	0.	1.0286
1170	-109.99	110.02	0.	1.0286
1171	110.08	109.98	0.	1.0286
1172	120.	-100.	0.	1.0282
1173	-60.197	-120.08	0.	1.0398
1174	-120.06	-110.01	0.	1.0244
1175	120.	-110.	0.	1.0245
1176	-120.04	-89.997	0.	1.0317
1177	-120.03	-69.98	0.	1.0375
1178	-120.01	-49.951	0.	1.0418
1179	-120.01	-29.919	0.	1.0448
1180	-120.01	-9.9061	0.	1.0462
1181	-120.01	8.3831e-002	0.	1.0464
1182	-120.01	10.068	0.	1.0462
1183	-120.	30.037	0.	1.0447
1184	-120.	40.027	0.	1.0435
1185	-120.	50.021	0.	1.0418
1186	-119.99	70.016	0.	1.0375
1187	-119.98	90.019	0.	1.0317
1188	110.	-120.	0.	1.0245
1189	-109.99	120.02	0.	1.0244
1190	-119.98	100.02	0.	1.0282
1191	-119.99	110.02	0.	1.0245
1192	-89.985	120.02	0.	1.0317
1193	-69.964	119.99	0.	1.0375
1194	-49.93	119.94	0.	1.0419
1195	-29.908	119.88	0.	1.0448
1196	-9.9223	119.91	0.	1.0462
1197	10.043	120.05	0.	1.0462
1198	30.024	120.24	0.	1.0446
1199	40.033	120.31	0.	1.0433
1200	70.094	120.27	0.	1.0373
1201	80.106	120.2	0.	1.0346
1202	90.107	120.14	0.	1.0316
1203	120.07	109.92	0.	1.0245
1204	100.1	120.08	0.	1.0282
1205	110.08	120.	0.	1.0244
1206	120.05	99.906	0.	1.0283
1207	120.03	89.89	0.	1.0317
1208	120.01	69.885	0.	1.0375
1209	120.	49.918	0.	1.0419
1210	119.99	29.958	0.	1.0448
1211	120.	19.973	0.	1.0457
1212	120.	9.9829	0.	1.0462
1213	120.	-10.005	0.	1.0462
1214	120.	-30.001	0.	1.0447
1215	120.	-50.	0.	1.0418
1216	120.	-60.	0.	1.0398
1217	120.	-70.	0.	1.0375
1218	120.	-90.	0.	1.0317
1219	90.	-120.	0.	1.0317
1220	80.	-120.	0.	1.0348
1221	70.	-120.	0.	1.0375
1222	50.	-120.	0.	1.0418
1223	29.997	-120.	0.	1.0447
1224	9.9843	-120.	0.	1.0462
1225	-3.1059e-002	-120.	0.	1.0464
1226	-10.052	-120.	0.	1.0462
1227	-30.107	-120.02	0.	1.0447
1228	-50.171	-120.06	0.	1.0418
1229	-70.197	-120.1	0.	1.0374
1230	-80.181	-120.09	0.	1.0347
1231	-90.152	-120.07	0.	1.0316
1232	-110.09	-120.03	0.	1.0244
1233	-120.06	-120.01	0.	1.0203
1234	130.	-110.	0.	1.0199
1235	120.	-120.	0.	1.0203
1236	-119.99	120.01	0.	1.0203
1237	130.	-100.	0.	1.0237
1238	-90.15	-130.07	0.	1.027
1239	-120.06	-130.02	0.	1.0158
1240	-130.04	-110.	0.	1.0199
1241	-130.03	-89.995	0.	1.0271
1242	-130.02	-69.98	0.	1.0329
1243	-130.01	-49.957	0.	1.0372
1244	-130.	-29.933	0.	1.0401
1245	-130.01	-9.9247	0.	1.0416
1246	-130.01	10.056	0.	1.0416
1247	-130.	20.041	0.	1.041
1248	-130.	30.032	0.	1.0401
1249	-130.	40.023	0.	1.0389
1250	-130.	50.018	0.	1.0372
1251	-129.99	70.014	0.	1.0329
1252	-129.98	90.016	0.	1.0271
1253	-129.98	100.02	0.	1.0237
1254	-129.99	110.01	0.	1.0199
1255	130.	-120.	0.	1.0158
1256	-110.	130.01	0.	1.0199
1257	-89.987	130.01	0.	1.0271
1258	-69.967	129.99	0.	1.0329
1259	-49.939	129.94	0.	1.0373
1260	-29.925	129.89	0.	1.0402
1261	-9.9424	129.92	0.	1.0416
1262	4.0333e-002	129.98	0.	1.0418
1263	10.026	130.06	0.	1.0415
1264	30.017	130.25	0.	1.04
1265	40.03	130.31	0.	1.0387
1266	50.052	130.34	0.	1.0371
1267	70.101	130.28	0.	1.0327
1268	80.113	130.23	0.	1.03
1269	90.111	130.17	0.	1.027
1270	110.1	130.06	0.	1.0199
1271	120.08	130.05	0.	1.0157
1272	130.05	109.94	0.	1.0199
1273	130.04	99.905	0.	1.0237
1274	130.03	89.873	0.	1.0272
1275	130.01	69.866	0.	1.0329
1276	130.	49.905	0.	1.0372
1277	130.	39.929	0.	1.0389
1278	129.99	29.949	0.	1.0401
1279	130.	19.966	0.	1.041
1280	130.	9.9773	0.	1.0416
1281	130.	-10.008	0.	1.0416
1282	130.	-20.004	0.	1.041
1283	130.	-30.002	0.	1.0401
1284	130.	-50.001	0.	1.0372
1285	130.	-60.001	0.	1.0352
1286	130.	-70.	0.	1.0329
1287	130.	-80.	0.	1.0302
1288	130.	-90.	0.	1.0271
1289	110.	-130.	0.	1.0199
1290	100.	-130.	0.	1.0237
1291	90.	-130.	0.	1.0271
1292	80.	-130.	0.	1.0302
1293	70.	-130.	0.	1.0329
1294	60.	-130.	0.	1.0352
1295	50.	-130.	0.	1.0372
1296	29.998	-130.	0.	1.0401
1297	19.993	-130.	0.	1.041
1298	9.9839	-130.	0.	1.0416
1299	-3.1353e-002	-130.	0.	1.0418
1300	-10.051	-130.	0.	1.0416
1301	-30.097	-130.01	0.	1.0401
1302	-50.154	-130.05	0.	1.0372
1303	-80.172	-130.09	0.	1.0301
1304	-70.18	-130.09	0.	1.0328
1305	-110.08	-130.03	0.	1.0199
1306	-130.04	-130.01	0.	1.0113
1307	130.	-130.	0.	1.0113
1308	-130.	130.01	0.	1.0113
1309	130.06	130.06	0.	1.0113
1310	140.	-100.	0.	1.0188
1311	140.	-110.	0.	1.015
1312	-140.02	-120.	0.	1.0109
1313	-140.02	-110.	0.	1.015
1314	-140.02	-89.995	0.	1.0222
1315	-140.01	-69.985	0.	1.028
1316	-140.01	-59.974	0.	1.0303
1317	-140.	-49.967	0.	1.0323
1318	-140.	-29.953	0.	1.0351
1319	-140.01	-9.9508	0.	1.0366
1320	-140.01	10.038	0.	1.0366
1321	-140.	30.021	0.	1.0351
1322	-140.	50.012	0.	1.0323
1323	-140.	60.011	0.	1.0303
1324	-139.99	70.011	0.	1.028
1325	-139.99	80.012	0.	1.0253
1326	-139.98	90.013	0.	1.0222
1327	-140.02	-130.	0.	1.0065
1328	130.	-140.	0.	1.0065
1329	-130.	140.01	0.	1.0065
1330	-139.98	100.01	0.	1.0188
1331	-139.99	110.01	0.	1.0151
1332	-140.	130.01	0.	1.0065
1333	-90.132	-140.07	0.	1.0221
1334	-120.	140.01	0.	1.0109
1335	-110.	140.01	0.	1.015
1336	-89.988	140.01	0.	1.0222
1337	-69.972	139.99	0.	1.028
1338	-59.962	139.97	0.	1.0303
1339	-49.954	139.94	0.	1.0323
1340	-29.946	139.9	0.	1.0352
1341	-9.9672	139.93	0.	1.0366
1342	1.665e-002	139.99	0.	1.0368
1343	10.005	140.07	0.	1.0365
1344	30.004	140.25	0.	1.035
1345	40.022	140.31	0.	1.0337
1346	50.048	140.34	0.	1.0321
1347	70.103	140.3	0.	1.0278
1348	80.119	140.25	0.	1.0251
1349	90.117	140.19	0.	1.0221
1350	110.11	140.11	0.	1.0149
1351	140.05	130.03	0.	1.0064
1352	130.08	140.12	0.	1.0064
1353	140.04	119.94	0.	1.0109
1354	140.03	109.91	0.	1.0151
1355	140.01	49.895	0.	1.0323
1356	139.99	29.945	0.	1.0352
1357	140.	19.963	0.	1.036
1358	140.	9.9758	0.	1.0366
1359	140.	-10.008	0.	1.0366
1360	140.	-20.004	0.	1.036
1361	140.	-30.003	0.	1.0351
1362	140.	-50.001	0.	1.0323
1363	140.	-70.	0.	1.028
1364	140.	-90.	0.	1.0222
1365	140.	-130.	0.	1.0065
1366	110.	-140.	0.	1.015
1367	90.	-140.	0.	1.0222
1368	80.	-140.	0.	1.0253
1369	70.	-140.	0.	1.028
1370	60.	-140.	0.	1.0303
1371	49.999	-140.	0.	1.0323
1372	29.996	-140.	0.	1.0351
1373	9.9847	-140.	0.	1.0366
1374	-10.04	-140.	0.	1.0366
1375	-30.079	-140.01	0.	1.0351
1376	-50.127	-140.03	0.	1.0322
1377	-70.154	-140.07	0.	1.0279
1378	-110.08	-140.03	0.	1.015
1379	-130.03	-140.01	0.	1.0065
1380	-140.02	-140.	0.	1.0017
1381	-140.	140.	0.	1.0017
1382	140.06	140.15	0.	1.0016
1383	150.	-100.	0.	1.0136
1384	150.	-110.	0.	1.0098
1385	-140.01	-150.	0.	0.9965
1386	-150.02	-130.	0.	1.0013
1387	-150.01	-110.	0.	1.0098
1388	-150.01	-89.996	0.	1.0169
1389	-150.	-69.99	0.	1.0226
1390	-150.	-49.979	0.	1.0269
1391	-150.	-29.97	0.	1.0298
1392	-150.	-9.9695	0.	1.0312
1393	-150.	10.023	0.	1.0312
1394	-150.	20.018	0.	1.0307
1395	-150.	30.013	0.	1.0298
1396	-150.	40.01	0.	1.0285
1397	-150.	50.008	0.	1.0269
1398	-149.99	70.008	0.	1.0226
1399	-149.99	80.009	0.	1.02
1400	-149.99	90.009	0.	1.0169
1401	-149.99	110.01	0.	1.0098
1402	-150.	130.	0.	1.0013
1403	-80.119	-150.06	0.	1.0199
1404	-90.105	-150.06	0.	1.0169
1405	150.	-140.	0.	0.99651
1406	-150.	140.	0.	0.9965
1407	-140.	150.	0.	0.9965
1408	-130.	150.	0.	1.0013
1409	-110.	150.01	0.	1.0098
1410	-89.991	150.	0.	1.0169
1411	-79.985	150.	0.	1.02
1412	-69.979	149.99	0.	1.0227
1413	-59.972	149.97	0.	1.025
1414	-49.967	149.95	0.	1.027
1415	-29.967	149.92	0.	1.0298
1416	-9.9901	149.94	0.	1.0313
1417	-5.8091e-003	150.	0.	1.0314
1418	9.983	150.07	0.	1.0312
1419	19.981	150.16	0.	1.0306
1420	29.992	150.25	0.	1.0297
1421	50.039	150.34	0.	1.0267
1422	70.101	150.31	0.	1.0225
1423	90.131	150.21	0.	1.0168
1424	110.13	150.15	0.	1.0097
1425	120.12	150.16	0.	1.0056
1426	130.1	150.17	0.	1.0012
1427	140.08	150.18	0.	0.99637
1428	150.03	119.95	0.	1.0057
1429	150.02	109.9	0.	1.0098
1430	150.01	89.844	0.	1.017
1431	150.01	79.847	0.	1.02
1432	150.01	69.856	0.	1.0227
1433	150.01	49.892	0.	1.027
1434	150.	39.919	0.	1.0286
1435	150.	29.942	0.	1.0298
1436	150.	19.96	0.	1.0307
1437	150.	9.9733	0.	1.0312
1438	150.	-10.009	0.	1.0312
1439	150.	-20.005	0.	1.0307
1440	150.	-30.003	0.	1.0298
1441	150.	-50.001	0.	1.0269
1442	150.	-70.	0.	1.0226
1443	150.	-130.	0.	1.0013
1444	140.	-150.	0.	0.99651
1445	130.	-150.	0.	1.0013
1446	110.	-150.	0.	1.0098
1447	90.	-150.	0.	1.0169
1448	80.	-150.	0.	1.02
1449	70.	-150.	0.	1.0226
1450	60.	-150.	0.	1.025
1451	50.	-150.	0.	1.0269
1452	29.998	-150.	0.	1.0298
1453	9.9908	-150.	0.	1.0312
1454	-10.025	-150.	0.	1.0312
1455	-20.039	-150.	0.	1.0307
1456	-30.056	-150.	0.	1.0298
1457	-50.094	-150.02	0.	1.0269
1458	-70.118	-150.06	0.	1.0226
1459	-110.07	-150.03	0.	1.0098
1460	-130.03	-150.01	0.	1.0013
1461	-150.01	-150.	0.	0.99137
1462	150.	-150.	0.	0.99138
1463	-150.	150.	0.	0.99137
1464	150.06	150.14	0.	0.99127
1465	160.	-100.	0.	1.0079
1466	160.	-110.	0.	1.0042
1467	-160.01	-130.	0.	0.99575
1468	-160.01	-110.	0.	1.0042
1469	-160.01	-89.998	0.	1.0113
1470	-160.	-49.989	0.	1.0213
1471	-160.	-29.984	0.	1.0241
1472	-160.	-9.9836	0.	1.0255
1473	-160.	1.4977e-002	0.	1.0257
1474	-160.	10.013	0.	1.0255
1475	-160.	30.007	0.	1.0241
1476	-160.	50.005	0.	1.0213
1477	-159.99	70.006	0.	1.017
1478	-159.99	90.006	0.	1.0113
1479	-159.99	110.	0.	1.0042
1480	-159.99	120.	0.	1.0002
1481	-160.	130.	0.	0.99576
1482	-80.084	-160.05	0.	1.0143
1483	-90.076	-160.04	0.	1.0113
1484	-150.	160.	0.	0.9859
1485	-160.	150.	0.	0.9859
1486	-130.	160.	0.	0.99575
1487	-120.	160.	0.	1.0002
1488	-110.	160.	0.	1.0042
1489	-89.993	160.	0.	1.0113
1490	-69.985	159.99	0.	1.017
1491	-59.981	159.98	0.	1.0193
1492	-49.979	159.96	0.	1.0213
1493	-29.984	159.93	0.	1.0241
1494	-10.009	159.96	0.	1.0255
1495	9.9653	160.07	0.	1.0255
1496	19.966	160.16	0.	1.0249
1497	29.979	160.25	0.	1.024
1498	50.032	160.35	0.	1.021
1499	70.098	160.31	0.	1.0168
1500	90.134	160.22	0.	1.0111
1501	110.13	160.18	0.	1.0041
1502	120.13	160.2	0.	1.
1503	130.11	160.22	0.	0.99558
1504	160.04	150.1	0.	0.98582
1505	150.07	160.2	0.	0.98575
1506	160.02	129.98	0.	0.99575
1507	160.02	119.93	0.	1.0002
1508	160.02	109.89	0.	1.0043
1509	160.01	89.839	0.	1.0114
1510	160.	69.839	0.	1.017
1511	160.01	49.893	0.	1.0213
1512	160.	29.944	0.	1.0241
1513	160.	19.962	0.	1.025
1514	160.	-20.004	0.	1.025
1515	160.	-50.	0.	1.0213
1516	160.	-70.	0.	1.017
1517	160.	-130.	0.	0.99576
1518	159.99	-150.	0.	0.9859
1519	130.	-160.	0.	0.99576
1520	110.	-160.	0.	1.0042
1521	99.999	-160.	0.	1.0079
1522	89.999	-160.	0.	1.0113
1523	80.	-160.	0.	1.0143
1524	70.	-160.	0.	1.017
1525	50.	-160.	0.	1.0213
1526	29.999	-160.	0.	1.0241
1527	9.9947	-160.	0.	1.0255
1528	-10.016	-160.	0.	1.0255
1529	-20.023	-160.	0.	1.025
1530	-30.035	-160.	0.	1.0241
1531	-50.063	-160.01	0.	1.0212
1532	-70.081	-160.04	0.	1.0169
1533	-100.07	-160.03	0.	1.0079
1534	-110.05	-160.02	0.	1.0042
1535	-130.02	-160.01	0.	0.99574
1536	-140.02	-160.	0.	0.99099
1537	-150.01	-160.	0.	0.98589
1538	-160.01	-160.	0.	0.98045
1539	159.99	-160.	0.	0.98046
1540	-160.	160.	0.	0.98045
1541	160.05	160.14	0.	0.98034
1542	170.	-100.	0.	1.002
1543	170.	-110.	0.	0.9983
1544	-80.056	-170.03	0.	1.0083
1545	-160.	-170.	0.	0.97467
1546	-170.	-150.	0.	0.98008
1547	-170.01	-130.	0.	0.98987
1548	-170.01	-110.	0.	0.99829
1549	-170.	-99.999	0.	1.002
1550	-170.	-89.999	0.	1.0053
1551	-170.	-69.998	0.	1.011
1552	-170.	-49.995	0.	1.0152
1553	-170.	-29.992	0.	1.018
1554	-170.	-9.9922	0.	1.0195
1555	-170.	10.006	0.	1.0195
1556	-170.	20.005	0.	1.0189
1557	-170.	30.004	0.	1.018
1558	-170.	50.003	0.	1.0152
1559	-169.99	70.004	0.	1.011
1560	-169.99	90.004	0.	1.0053
1561	-169.99	110.	0.	0.9983
1562	-170.	120.	0.	0.99426
1563	-170.	130.	0.	0.98988
1564	-170.	150.	0.	0.98008
1565	169.99	-160.	0.	0.97468
1566	-170.	160.	0.	0.97467
1567	-150.	170.	0.	0.98008
