Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Elastic Strain (mm/mm)
12501	-50.	-660.	0.	-2.8485e-007
12501	-50.	-660.	0.	2.8485e-007
12502	-70.	-660.	0.	-3.9828e-007
12502	-70.	-660.	0.	3.9828e-007
12503	-80.	-660.	0.	-4.5482e-007
12503	-80.	-660.	0.	4.5482e-007
12504	-90.	-660.	0.	-5.112e-007
12504	-90.	-660.	0.	5.112e-007
12505	-100.	-660.	0.	-5.6742e-007
12505	-100.	-660.	0.	5.6742e-007
12506	-110.	-660.	0.	-6.2346e-007
12506	-110.	-660.	0.	6.2346e-007
12507	-130.	-660.	0.	-7.349e-007
12507	-130.	-660.	0.	7.349e-007
12508	-150.	-660.	0.	-8.4535e-007
12508	-150.	-660.	0.	8.4535e-007
12509	-170.	-660.	0.	-9.5466e-007
12509	-170.	-660.	0.	9.5466e-007
12510	-190.	-660.	0.	-1.0626e-006
12510	-190.	-660.	0.	1.0626e-006
12511	-200.	-660.	0.	-1.1161e-006
12511	-200.	-660.	0.	1.1161e-006
12512	-210.	-660.	0.	-1.1691e-006
12512	-210.	-660.	0.	1.1691e-006
12513	-230.	-660.	0.	-1.2739e-006
12513	-230.	-660.	0.	1.2739e-006
12514	-250.	-660.	0.	-1.3767e-006
12514	-250.	-660.	0.	1.3767e-006
12515	-260.	-660.	0.	-1.4273e-006
12515	-260.	-660.	0.	1.4273e-006
12516	-270.	-660.	0.	-1.4774e-006
12516	-270.	-660.	0.	1.4774e-006
12517	-290.	-660.	0.	-1.5758e-006
12517	-290.	-660.	0.	1.5758e-006
12518	-310.	-660.	0.	-1.6715e-006
12518	-310.	-660.	0.	1.6715e-006
12519	-320.	-660.	0.	-1.7183e-006
12519	-320.	-660.	0.	1.7183e-006
12520	-330.	-660.	0.	-1.7644e-006
12520	-330.	-660.	0.	1.7644e-006
12521	-340.	-660.	0.	-1.8097e-006
12521	-340.	-660.	0.	1.8097e-006
12522	-350.	-660.	0.	-1.8541e-006
12522	-350.	-660.	0.	1.8541e-006
12523	-370.	-660.	0.	-1.9405e-006
12523	-370.	-660.	0.	1.9405e-006
12524	-390.	-660.	0.	-2.023e-006
12524	-390.	-660.	0.	2.023e-006
12525	-419.99	-659.99	0.	-2.1391e-006
12525	-419.99	-659.99	0.	2.1391e-006
12526	-429.98	-659.99	0.	-2.1756e-006
12526	-429.98	-659.99	0.	2.1756e-006
12527	-439.96	-659.99	0.	-2.2108e-006
12527	-439.96	-659.99	0.	2.2108e-006
12528	-449.94	-659.99	0.	-2.2448e-006
12528	-449.94	-659.99	0.	2.2448e-006
12529	-469.87	-660.01	0.	-2.3087e-006
12529	-469.87	-660.01	0.	2.3087e-006
12530	-499.81	-660.03	0.	-2.3943e-006
12530	-499.81	-660.03	0.	2.3943e-006
12531	-509.82	-660.03	0.	-2.4199e-006
12531	-509.82	-660.03	0.	2.4199e-006
12532	-529.87	-660.01	0.	-2.4661e-006
12532	-529.87	-660.01	0.	2.4661e-006
12533	-549.93	-660.	0.	-2.5055e-006
12533	-549.93	-660.	0.	2.5055e-006
12534	-569.98	-660.	0.	-2.5373e-006
12534	-569.98	-660.	0.	2.5373e-006
12535	-589.99	-660.	0.	-2.561e-006
12535	-589.99	-660.	0.	2.561e-006
12536	-600.	-660.	0.	-2.5698e-006
12536	-600.	-660.	0.	2.5698e-006
12537	-610.	-660.	0.	-2.5763e-006
12537	-610.	-660.	0.	2.5763e-006
12538	-630.	-660.	0.	-2.5824e-006
12538	-630.	-660.	0.	2.5824e-006
12539	-650.	-660.	0.	-2.5787e-006
12539	-650.	-660.	0.	2.5787e-006
12540	-660.	-660.	0.	-2.5731e-006
12540	-660.	-660.	0.	2.5731e-006
12541	-669.97	540.12	0.	2.477e-006
12541	-669.97	540.12	0.	-2.477e-006
12542	-660.	660.	0.	2.5731e-006
12542	-660.	660.	0.	-2.5731e-006
12543	-520.	670.	0.	2.4338e-006
12543	-520.	670.	0.	-2.4338e-006
12544	-510.	670.	0.	2.4099e-006
12544	-510.	670.	0.	-2.4099e-006
12545	-299.89	670.08	0.	1.6144e-006
12545	-299.89	670.08	0.	-1.6144e-006
12546	660.	660.	0.	-2.5731e-006
12546	660.	660.	0.	2.5731e-006
12547	660.03	-660.04	0.	2.573e-006
12547	660.03	-660.04	0.	-2.573e-006
12548	480.01	-670.02	0.	2.3286e-006
12548	480.01	-670.02	0.	-2.3286e-006
12549	470.01	-670.02	0.	2.2986e-006
12549	470.01	-670.02	0.	-2.2986e-006
12550	-660.	-670.	0.	-2.5648e-006
12550	-660.	-670.	0.	2.5648e-006
12551	-670.	-650.	0.	-2.5702e-006
12551	-670.	-650.	0.	2.5702e-006
12552	-670.	-640.	0.	-2.5731e-006
12552	-670.	-640.	0.	2.5731e-006
12553	-670.	-630.	0.	-2.5734e-006
12553	-670.	-630.	0.	2.5734e-006
12554	-670.	-610.	0.	-2.567e-006
12554	-670.	-610.	0.	2.567e-006
12555	-670.	-600.	0.	-2.5603e-006
12555	-670.	-600.	0.	2.5603e-006
12556	-670.	-590.	0.	-2.5515e-006
12556	-670.	-590.	0.	2.5515e-006
12557	-670.	-570.	0.	-2.5275e-006
12557	-670.	-570.	0.	2.5275e-006
12558	-670.	-550.	0.	-2.4955e-006
12558	-670.	-550.	0.	2.4955e-006
12559	-670.	-540.	0.	-2.4767e-006
12559	-670.	-540.	0.	2.4767e-006
12560	-670.	-530.	0.	-2.4561e-006
12560	-670.	-530.	0.	2.4561e-006
12561	-670.	-520.	0.	-2.4338e-006
12561	-670.	-520.	0.	2.4338e-006
12562	-670.	-510.	0.	-2.4099e-006
12562	-670.	-510.	0.	2.4099e-006
12563	-670.	-490.	0.	-2.3572e-006
12563	-670.	-490.	0.	2.3572e-006
12564	-670.	-480.	0.	-2.3286e-006
12564	-670.	-480.	0.	2.3286e-006
12565	-670.	-450.	0.	-2.2344e-006
12565	-670.	-450.	0.	2.2344e-006
12566	-670.	-440.	0.	-2.2004e-006
12566	-670.	-440.	0.	2.2004e-006
12567	-670.	-430.	0.	-2.1652e-006
12567	-670.	-430.	0.	2.1652e-006
12568	-670.	-420.	0.	-2.1287e-006
12568	-670.	-420.	0.	2.1287e-006
12569	-670.	-410.	0.	-2.0912e-006
12569	-670.	-410.	0.	2.0912e-006
12570	-670.	-390.	0.	-2.0128e-006
12570	-670.	-390.	0.	2.0128e-006
12571	-670.	-370.	0.	-1.9304e-006
12571	-670.	-370.	0.	1.9304e-006
12572	-670.	-350.	0.	-1.8443e-006
12572	-670.	-350.	0.	1.8443e-006
12573	-670.	-340.	0.	-1.8e-006
12573	-670.	-340.	0.	1.8e-006
12574	-670.	-330.	0.	-1.7549e-006
12574	-670.	-330.	0.	1.7549e-006
12575	-670.	-320.	0.	-1.709e-006
12575	-670.	-320.	0.	1.709e-006
12576	-670.	-309.99	0.	-1.6623e-006
12576	-670.	-309.99	0.	1.6623e-006
12577	-670.01	-299.99	0.	-1.6149e-006
12577	-670.01	-299.99	0.	1.6149e-006
12578	-670.01	-289.98	0.	-1.5669e-006
12578	-670.01	-289.98	0.	1.5669e-006
12579	-670.06	-269.95	0.	-1.4687e-006
12579	-670.06	-269.95	0.	1.4687e-006
12580	-670.11	-259.93	0.	-1.4188e-006
12580	-670.11	-259.93	0.	1.4188e-006
12581	-670.2	-229.9	0.	-1.2658e-006
12581	-670.2	-229.9	0.	1.2658e-006
12582	-670.11	-209.92	0.	-1.1617e-006
12582	-670.11	-209.92	0.	1.1617e-006
12583	-670.04	-189.96	0.	-1.0561e-006
12583	-670.04	-189.96	0.	1.0561e-006
12584	-670.02	-179.98	0.	-1.0027e-006
12584	-670.02	-179.98	0.	1.0027e-006
12585	-670.01	-169.99	0.	-9.4885e-007
12585	-670.01	-169.99	0.	9.4885e-007
12586	-670.	-150.	0.	-8.4022e-007
12586	-670.	-150.	0.	8.4022e-007
12587	-670.	-140.	0.	-7.8545e-007
12587	-670.	-140.	0.	7.8545e-007
12588	-670.	-130.	0.	-7.3042e-007
12588	-670.	-130.	0.	7.3042e-007
12589	-670.	-110.	0.	-6.1964e-007
12589	-670.	-110.	0.	6.1964e-007
12590	-670.	-90.	0.	-5.0806e-007
12590	-670.	-90.	0.	5.0806e-007
12591	-670.	-80.	0.	-4.5201e-007
12591	-670.	-80.	0.	4.5201e-007
12592	-670.	-70.	0.	-3.9582e-007
12592	-670.	-70.	0.	3.9582e-007
12593	-670.	-50.	0.	-2.8308e-007
12593	-670.	-50.	0.	2.8308e-007
12594	-670.	-30.	0.	-1.6999e-007
12594	-670.	-30.	0.	1.6999e-007
12595	-670.	-20.	0.	-1.1336e-007
12595	-670.	-20.	0.	1.1336e-007
12596	-670.	-10.	0.	-5.6687e-008
12596	-670.	-10.	0.	5.6687e-008
12597	-670.	10.	0.	5.6687e-008
12597	-670.	10.	0.	-5.6687e-008
12598	-670.	30.	0.	1.6999e-007
12598	-670.	30.	0.	-1.6999e-007
12599	-670.	50.	0.	2.8308e-007
12599	-670.	50.	0.	-2.8308e-007
12600	-670.	70.	0.	3.9582e-007
12600	-670.	70.	0.	-3.9582e-007
12601	-670.	90.	0.	5.0806e-007
12601	-670.	90.	0.	-5.0806e-007
12602	-670.	100.	0.	5.6394e-007
12602	-670.	100.	0.	-5.6394e-007
12603	-670.	110.	0.	6.1964e-007
12603	-670.	110.	0.	-6.1964e-007
12604	-670.	130.	0.	7.3042e-007
12604	-670.	130.	0.	-7.3042e-007
12605	-670.	150.	0.	8.4025e-007
12605	-670.	150.	0.	-8.4025e-007
12606	-670.	170.	0.	9.4894e-007
12606	-670.	170.	0.	-9.4894e-007
12607	-670.	190.	0.	1.0563e-006
12607	-670.	190.	0.	-1.0563e-006
12608	-669.99	210.	0.	1.1622e-006
12608	-669.99	210.	0.	-1.1622e-006
12609	-669.99	230.	0.	1.2665e-006
12609	-669.99	230.	0.	-1.2665e-006
12610	-669.99	250.	0.	1.3688e-006
12610	-669.99	250.	0.	-1.3688e-006
12611	-669.99	270.	0.	1.4691e-006
12611	-669.99	270.	0.	-1.4691e-006
12612	-670.	290.	0.	1.567e-006
12612	-670.	290.	0.	-1.567e-006
12613	-670.	310.	0.	1.6624e-006
12613	-670.	310.	0.	-1.6624e-006
12614	-670.	330.	0.	1.7549e-006
12614	-670.	330.	0.	-1.7549e-006
12615	-670.	350.	0.	1.8443e-006
12615	-670.	350.	0.	-1.8443e-006
12616	-670.	380.	0.	1.9721e-006
12616	-670.	380.	0.	-1.9721e-006
12617	-670.	390.	0.	2.0128e-006
12617	-670.	390.	0.	-2.0128e-006
12618	-670.	400.	0.	2.0525e-006
12618	-670.	400.	0.	-2.0525e-006
12619	-670.	410.	0.	2.0912e-006
12619	-670.	410.	0.	-2.0912e-006
12620	-670.	420.	0.	2.1287e-006
12620	-670.	420.	0.	-2.1287e-006
12621	-670.	430.	0.	2.1652e-006
12621	-670.	430.	0.	-2.1652e-006
12622	-670.	450.	0.	2.2344e-006
12622	-670.	450.	0.	-2.2344e-006
12623	-670.	460.01	0.	2.2672e-006
12623	-670.	460.01	0.	-2.2672e-006
12624	-670.	470.01	0.	2.2986e-006
12624	-670.	470.01	0.	-2.2986e-006
12625	-670.	490.03	0.	2.3573e-006
12625	-670.	490.03	0.	-2.3573e-006
12626	-669.99	510.07	0.	2.4101e-006
12626	-669.99	510.07	0.	-2.4101e-006
12627	-669.97	530.11	0.	2.4564e-006
12627	-669.97	530.11	0.	-2.4564e-006
12628	-669.99	570.09	0.	2.5276e-006
12628	-669.99	570.09	0.	-2.5276e-006
12629	-670.	590.05	0.	2.5515e-006
12629	-670.	590.05	0.	-2.5515e-006
12630	-670.	610.02	0.	2.567e-006
12630	-670.	610.02	0.	-2.567e-006
12631	-670.	620.01	0.	2.5714e-006
12631	-670.	620.01	0.	-2.5714e-006
12632	-670.	630.01	0.	2.5735e-006
12632	-670.	630.01	0.	-2.5735e-006
12633	-670.	650.	0.	2.5702e-006
12633	-670.	650.	0.	-2.5702e-006
12634	-479.84	-670.03	0.	-2.3281e-006
12634	-479.84	-670.03	0.	2.3281e-006
12635	-489.82	-670.03	0.	-2.3567e-006
12635	-489.82	-670.03	0.	2.3567e-006
12636	-670.	660.	0.	2.5648e-006
12636	-670.	660.	0.	-2.5648e-006
12637	-650.	670.	0.	2.5702e-006
12637	-650.	670.	0.	-2.5702e-006
12638	-640.	670.	0.	2.5731e-006
12638	-640.	670.	0.	-2.5731e-006
12639	-630.	670.	0.	2.5734e-006
12639	-630.	670.	0.	-2.5734e-006
12640	-610.	670.	0.	2.567e-006
12640	-610.	670.	0.	-2.567e-006
12641	-600.	670.	0.	2.5603e-006
12641	-600.	670.	0.	-2.5603e-006
12642	-590.	670.	0.	2.5515e-006
12642	-590.	670.	0.	-2.5515e-006
12643	-570.	670.	0.	2.5275e-006
12643	-570.	670.	0.	-2.5275e-006
12644	-550.	670.	0.	2.4955e-006
12644	-550.	670.	0.	-2.4955e-006
12645	-540.	670.	0.	2.4767e-006
12645	-540.	670.	0.	-2.4767e-006
12646	-530.	670.	0.	2.4561e-006
12646	-530.	670.	0.	-2.4561e-006
12647	-490.	670.	0.	2.3572e-006
12647	-490.	670.	0.	-2.3572e-006
12648	-480.	670.	0.	2.3286e-006
12648	-480.	670.	0.	-2.3286e-006
12649	-450.	670.	0.	2.2344e-006
12649	-450.	670.	0.	-2.2344e-006
12650	-440.	670.	0.	2.2004e-006
12650	-440.	670.	0.	-2.2004e-006
12651	-430.	670.	0.	2.1652e-006
12651	-430.	670.	0.	-2.1652e-006
12652	-420.	670.	0.	2.1287e-006
12652	-420.	670.	0.	-2.1287e-006
12653	-410.	670.	0.	2.0912e-006
12653	-410.	670.	0.	-2.0912e-006
12654	-389.99	670.01	0.	2.0128e-006
12654	-389.99	670.01	0.	-2.0128e-006
12655	-369.98	670.05	0.	1.9303e-006
12655	-369.98	670.05	0.	-1.9303e-006
12656	-349.95	670.14	0.	1.844e-006
12656	-349.95	670.14	0.	-1.844e-006
12657	-339.93	670.18	0.	1.7995e-006
12657	-339.93	670.18	0.	-1.7995e-006
12658	-329.91	670.18	0.	1.7543e-006
12658	-329.91	670.18	0.	-1.7543e-006
12659	-319.9	670.16	0.	1.7084e-006
12659	-319.9	670.16	0.	-1.7084e-006
12660	-309.89	670.12	0.	1.6617e-006
12660	-309.89	670.12	0.	-1.6617e-006
12661	-289.89	670.06	0.	1.5664e-006
12661	-289.89	670.06	0.	-1.5664e-006
12662	-269.93	670.02	0.	1.4687e-006
12662	-269.93	670.02	0.	-1.4687e-006
12663	-259.94	670.01	0.	1.4189e-006
12663	-259.94	670.01	0.	-1.4189e-006
12664	-229.98	670.01	0.	1.2664e-006
12664	-229.98	670.01	0.	-1.2664e-006
12665	-209.99	670.	0.	1.1622e-006
12665	-209.99	670.	0.	-1.1622e-006
12666	-190.	670.	0.	1.0563e-006
12666	-190.	670.	0.	-1.0563e-006
12667	-180.	670.	0.	1.0028e-006
12667	-180.	670.	0.	-1.0028e-006
12668	-170.	670.	0.	9.4893e-007
12668	-170.	670.	0.	-9.4893e-007
12669	-150.	670.	0.	8.4024e-007
12669	-150.	670.	0.	-8.4024e-007
12670	-140.	670.	0.	7.8546e-007
12670	-140.	670.	0.	-7.8546e-007
12671	-130.	670.	0.	7.3042e-007
12671	-130.	670.	0.	-7.3042e-007
12672	-110.	670.	0.	6.1964e-007
12672	-110.	670.	0.	-6.1964e-007
12673	-90.	670.	0.	5.0805e-007
12673	-90.	670.	0.	-5.0805e-007
12674	-80.	670.	0.	4.5201e-007
12674	-80.	670.	0.	-4.5201e-007
12675	-70.	670.	0.	3.9582e-007
12675	-70.	670.	0.	-3.9582e-007
12676	-50.	670.	0.	2.8308e-007
12676	-50.	670.	0.	-2.8308e-007
12677	-29.998	670.	0.	1.6998e-007
12677	-29.998	670.	0.	-1.6998e-007
12678	-19.996	670.01	0.	1.1333e-007
12678	-19.996	670.01	0.	-1.1333e-007
12679	-9.9911	670.02	0.	5.6635e-008
12679	-9.9911	670.02	0.	-5.6635e-008
12680	10.027	670.08	0.	-5.684e-008
12680	10.027	670.08	0.	5.684e-008
12681	20.043	670.15	0.	-1.1358e-007
12681	20.043	670.15	0.	1.1358e-007
12682	30.061	670.23	0.	-1.703e-007
12682	30.061	670.23	0.	1.703e-007
12683	50.101	670.33	0.	-2.8359e-007
12683	50.101	670.33	0.	2.8359e-007
12684	70.132	670.31	0.	-3.9648e-007
12684	70.132	670.31	0.	3.9648e-007
12685	90.138	670.24	0.	-5.0874e-007
12685	90.138	670.24	0.	5.0874e-007
12686	110.12	670.22	0.	-6.2021e-007
12686	110.12	670.22	0.	6.2021e-007
12687	130.09	670.31	0.	-7.3078e-007
12687	130.09	670.31	0.	7.3078e-007
12688	150.07	670.34	0.	-8.4044e-007
12688	150.07	670.34	0.	8.4044e-007
12689	170.05	670.22	0.	-9.4909e-007
12689	170.05	670.22	0.	9.4909e-007
12690	180.05	670.14	0.	-1.003e-006
12690	180.05	670.14	0.	1.003e-006
12691	190.06	670.1	0.	-1.0566e-006
12691	190.06	670.1	0.	1.0566e-006
12692	210.11	670.14	0.	-1.1627e-006
12692	210.11	670.14	0.	1.1627e-006
12693	230.2	670.36	0.	-1.2671e-006
12693	230.2	670.36	0.	1.2671e-006
12694	240.23	670.5	0.	-1.3186e-006
12694	240.23	670.5	0.	1.3186e-006
12695	250.24	670.58	0.	-1.3695e-006
12695	250.24	670.58	0.	1.3695e-006
12696	270.19	670.56	0.	-1.4695e-006
12696	270.19	670.56	0.	1.4695e-006
12697	280.16	670.41	0.	-1.5187e-006
12697	280.16	670.41	0.	1.5187e-006
12698	290.13	670.27	0.	-1.5674e-006
12698	290.13	670.27	0.	1.5674e-006
12699	310.06	670.08	0.	-1.6626e-006
12699	310.06	670.08	0.	1.6626e-006
12700	330.02	670.01	0.	-1.755e-006
12700	330.02	670.01	0.	1.755e-006
12701	350.01	670.	0.	-1.8444e-006
12701	350.01	670.	0.	1.8444e-006
12702	370.01	670.	0.	-1.9304e-006
12702	370.01	670.	0.	1.9304e-006
12703	380.01	670.	0.	-1.9721e-006
12703	380.01	670.	0.	1.9721e-006
12704	390.02	670.	0.	-2.0129e-006
12704	390.02	670.	0.	2.0129e-006
12705	410.05	670.	0.	-2.0914e-006
12705	410.05	670.	0.	2.0914e-006
12706	430.09	670.01	0.	-2.1655e-006
12706	430.09	670.01	0.	2.1655e-006
12707	440.1	670.02	0.	-2.2007e-006
12707	440.1	670.02	0.	2.2007e-006
12708	450.1	670.02	0.	-2.2348e-006
12708	450.1	670.02	0.	2.2348e-006
12709	470.08	670.01	0.	-2.2988e-006
12709	470.08	670.01	0.	2.2988e-006
12710	490.04	670.	0.	-2.3573e-006
12710	490.04	670.	0.	2.3573e-006
12711	510.02	670.	0.	-2.4099e-006
12711	510.02	670.	0.	2.4099e-006
12712	530.01	669.99	0.	-2.4562e-006
12712	530.01	669.99	0.	2.4562e-006
12713	550.01	669.98	0.	-2.4955e-006
12713	550.01	669.98	0.	2.4955e-006
12714	570.01	669.98	0.	-2.5275e-006
12714	570.01	669.98	0.	2.5275e-006
12715	580.01	669.99	0.	-2.5405e-006
12715	580.01	669.99	0.	2.5405e-006
12716	590.01	669.99	0.	-2.5515e-006
12716	590.01	669.99	0.	2.5515e-006
12717	610.	670.	0.	-2.567e-006
12717	610.	670.	0.	2.567e-006
12718	620.	670.	0.	-2.5714e-006
12718	620.	670.	0.	2.5714e-006
12719	630.	670.	0.	-2.5735e-006
12719	630.	670.	0.	2.5735e-006
12720	650.	670.	0.	-2.5702e-006
12720	650.	670.	0.	2.5702e-006
12721	660.	670.	0.	-2.5648e-006
12721	660.	670.	0.	2.5648e-006
12722	670.	650.	0.	-2.5702e-006
12722	670.	650.	0.	2.5702e-006
12723	670.	640.	0.	-2.5731e-006
12723	670.	640.	0.	2.5731e-006
12724	670.	630.	0.	-2.5734e-006
12724	670.	630.	0.	2.5734e-006
12725	670.	610.	0.	-2.567e-006
12725	670.	610.	0.	2.567e-006
12726	670.	590.	0.	-2.5515e-006
12726	670.	590.	0.	2.5515e-006
12727	670.	580.	0.	-2.5405e-006
12727	670.	580.	0.	2.5405e-006
12728	670.	570.	0.	-2.5275e-006
12728	670.	570.	0.	2.5275e-006
12729	670.	550.	0.	-2.4955e-006
12729	670.	550.	0.	2.4955e-006
12730	670.	530.	0.	-2.4561e-006
12730	670.	530.	0.	2.4561e-006
12731	670.	520.	0.	-2.4338e-006
12731	670.	520.	0.	2.4338e-006
12732	670.	510.	0.	-2.4099e-006
12732	670.	510.	0.	2.4099e-006
12733	670.	490.	0.	-2.3572e-006
12733	670.	490.	0.	2.3572e-006
12734	670.	470.	0.	-2.2986e-006
12734	670.	470.	0.	2.2986e-006
12735	670.	450.	0.	-2.2344e-006
12735	670.	450.	0.	2.2344e-006
12736	670.	430.	0.	-2.1652e-006
12736	670.	430.	0.	2.1652e-006
12737	670.	420.	0.	-2.1287e-006
12737	670.	420.	0.	2.1287e-006
12738	670.	410.	0.	-2.0912e-006
12738	670.	410.	0.	2.0912e-006
12739	670.	400.	0.	-2.0525e-006
12739	670.	400.	0.	2.0525e-006
12740	670.	390.	0.	-2.0128e-006
12740	670.	390.	0.	2.0128e-006
12741	670.	380.	0.	-1.9721e-006
12741	670.	380.	0.	1.9721e-006
12742	670.	370.	0.	-1.9304e-006
12742	670.	370.	0.	1.9304e-006
12743	670.	360.	0.	-1.8878e-006
12743	670.	360.	0.	1.8878e-006
12744	670.	350.	0.	-1.8443e-006
12744	670.	350.	0.	1.8443e-006
12745	670.	330.	0.	-1.7549e-006
12745	670.	330.	0.	1.7549e-006
12746	670.	320.	0.	-1.709e-006
12746	670.	320.	0.	1.709e-006
12747	670.	310.	0.	-1.6624e-006
12747	670.	310.	0.	1.6624e-006
12748	670.	290.	0.	-1.567e-006
12748	670.	290.	0.	1.567e-006
12749	670.	280.	0.	-1.5183e-006
12749	670.	280.	0.	1.5183e-006
12750	670.	250.	0.	-1.3688e-006
12750	670.	250.	0.	1.3688e-006
12751	670.	230.	0.	-1.2664e-006
12751	670.	230.	0.	1.2664e-006
12752	670.	210.	0.	-1.1622e-006
12752	670.	210.	0.	1.1622e-006
12753	670.	199.99	0.	-1.1094e-006
12753	670.	199.99	0.	1.1094e-006
12754	670.	189.99	0.	-1.0563e-006
12754	670.	189.99	0.	1.0563e-006
12755	670.	179.98	0.	-1.0027e-006
12755	670.	179.98	0.	1.0027e-006
12756	670.	169.97	0.	-9.488e-007
12756	670.	169.97	0.	9.488e-007
12757	670.	159.96	0.	-8.9453e-007
12757	670.	159.96	0.	8.9453e-007
12758	670.	149.95	0.	-8.3994e-007
12758	670.	149.95	0.	8.3994e-007
12759	670.01	129.92	0.	-7.2997e-007
12759	670.01	129.92	0.	7.2997e-007
12760	670.01	109.91	0.	-6.1914e-007
12760	670.01	109.91	0.	6.1914e-007
12761	670.	89.932	0.	-5.0766e-007
12761	670.	89.932	0.	5.0766e-007
12762	670.	79.947	0.	-4.517e-007
12762	670.	79.947	0.	4.517e-007
12763	670.	69.962	0.	-3.956e-007
12763	670.	69.962	0.	3.956e-007
12764	670.	59.974	0.	-3.3936e-007
12764	670.	59.974	0.	3.3936e-007
12765	670.	49.982	0.	-2.8298e-007
12765	670.	49.982	0.	2.8298e-007
12766	670.	29.994	0.	-1.6996e-007
12766	670.	29.994	0.	1.6996e-007
12767	670.	9.9988	0.	-5.6677e-008
12767	670.	9.9988	0.	5.6677e-008
12768	670.	-10.	0.	5.669e-008
12768	670.	-10.	0.	-5.669e-008
12769	670.	-30.	0.	1.6999e-007
12769	670.	-30.	0.	-1.6999e-007
12770	670.	-50.	0.	2.8308e-007
12770	670.	-50.	0.	-2.8308e-007
12771	670.	-60.	0.	3.395e-007
12771	670.	-60.	0.	-3.395e-007
12772	670.	-70.	0.	3.9582e-007
12772	670.	-70.	0.	-3.9582e-007
12773	670.	-80.	0.	4.5201e-007
12773	670.	-80.	0.	-4.5201e-007
12774	670.	-90.	0.	5.0805e-007
12774	670.	-90.	0.	-5.0805e-007
12775	670.	-100.	0.	5.6394e-007
12775	670.	-100.	0.	-5.6394e-007
12776	670.	-110.	0.	6.1964e-007
12776	670.	-110.	0.	-6.1964e-007
12777	670.	-120.	0.	6.7514e-007
12777	670.	-120.	0.	-6.7514e-007
12778	670.	-130.	0.	7.3042e-007
12778	670.	-130.	0.	-7.3042e-007
12779	670.	-150.	0.	8.4024e-007
12779	670.	-150.	0.	-8.4024e-007
12780	670.	-160.	0.	8.9474e-007
12780	670.	-160.	0.	-8.9474e-007
12781	670.	-170.	0.	9.4894e-007
12781	670.	-170.	0.	-9.4894e-007
12782	670.	-180.	0.	1.0028e-006
12782	670.	-180.	0.	-1.0028e-006
12783	670.	-190.	0.	1.0563e-006
12783	670.	-190.	0.	-1.0563e-006
12784	670.	-210.	0.	1.1622e-006
12784	670.	-210.	0.	-1.1622e-006
12785	670.	-220.	0.	1.2146e-006
12785	670.	-220.	0.	-1.2146e-006
12786	670.	-230.	0.	1.2665e-006
12786	670.	-230.	0.	-1.2665e-006
12787	670.	-270.	0.	1.4691e-006
12787	670.	-270.	0.	-1.4691e-006
12788	670.	-290.	0.	1.567e-006
12788	670.	-290.	0.	-1.567e-006
12789	670.	-310.	0.	1.6624e-006
12789	670.	-310.	0.	-1.6624e-006
12790	670.	-330.	0.	1.7549e-006
12790	670.	-330.	0.	-1.7549e-006
12791	670.	-350.	0.	1.8443e-006
12791	670.	-350.	0.	-1.8443e-006
12792	670.	-360.	0.	1.8878e-006
12792	670.	-360.	0.	-1.8878e-006
12793	670.	-370.	0.	1.9304e-006
12793	670.	-370.	0.	-1.9304e-006
12794	670.	-380.	0.	1.9721e-006
12794	670.	-380.	0.	-1.9721e-006
12795	670.	-390.	0.	2.0128e-006
12795	670.	-390.	0.	-2.0128e-006
12796	670.	-410.	0.	2.0912e-006
12796	670.	-410.	0.	-2.0912e-006
12797	670.	-450.	0.	2.2344e-006
12797	670.	-450.	0.	-2.2344e-006
12798	670.	-470.	0.	2.2986e-006
12798	670.	-470.	0.	-2.2986e-006
12799	670.	-490.	0.	2.3572e-006
12799	670.	-490.	0.	-2.3572e-006
12800	669.99	-500.	0.	2.3843e-006
12800	669.99	-500.	0.	-2.3843e-006
12801	669.99	-510.	0.	2.4099e-006
12801	669.99	-510.	0.	-2.4099e-006
12802	669.97	-530.01	0.	2.4562e-006
12802	669.97	-530.01	0.	-2.4562e-006
12803	669.98	-550.	0.	2.4955e-006
12803	669.98	-550.	0.	-2.4955e-006
12804	670.	-570.01	0.	2.5275e-006
12804	670.	-570.01	0.	-2.5275e-006
12805	670.04	-590.04	0.	2.5515e-006
12805	670.04	-590.04	0.	-2.5515e-006
12806	670.1	-610.08	0.	2.5669e-006
12806	670.1	-610.08	0.	-2.5669e-006
12807	670.07	-650.07	0.	2.5701e-006
12807	670.07	-650.07	0.	-2.5701e-006
12808	670.04	-660.05	0.	2.5647e-006
12808	670.04	-660.05	0.	-2.5647e-006
12809	650.01	-670.02	0.	2.5702e-006
12809	650.01	-670.02	0.	-2.5702e-006
12810	630.01	-670.01	0.	2.5734e-006
12810	630.01	-670.01	0.	-2.5734e-006
12811	610.	-670.	0.	2.567e-006
12811	610.	-670.	0.	-2.567e-006
12812	600.	-670.	0.	2.5603e-006
12812	600.	-670.	0.	-2.5603e-006
12813	590.	-670.	0.	2.5515e-006
12813	590.	-670.	0.	-2.5515e-006
12814	580.	-670.	0.	2.5405e-006
12814	580.	-670.	0.	-2.5405e-006
12815	570.	-670.	0.	2.5275e-006
12815	570.	-670.	0.	-2.5275e-006
12816	550.	-670.	0.	2.4955e-006
12816	550.	-670.	0.	-2.4955e-006
